,segment,review_id,product_name,producturl,retailer,brand,retailer_product_id,base_id,variants_flag,review_creation_date,year,month,week,review_title,review_text,review_type,price,rating,images,videos,helpful_votes,promotion_flag,review_lower,date,word_count,price_m,delivery_m,effectiveness_m,ease of use_m,sentiment
2353,Garden,90479,Smart Seed Sun & Shade Mixture 7lb bag,http://www.homedepot.com/p/314933321,Homedepot,Pennington Grass,314933320,314933321,Yes,2022-04-13T00:00:00,2022,4,15,I havent planted them yet. Check back in a month...,I havent planted them yet. Check back in a month or so. lol,organic reviews,26.91,3,0,0,0,No,i havent planted them yet. check back in a month or so. lol,4/13/2022,13,0.250349760055542,0.0435269959270954,0.3730666041374206,0.1045540422201156,Neutral
2355,Garden,110985,Pennington Wild Bird Food Blend Bucket,http://www.homedepot.com/p/312026384,Homedepot,Pennington Bird,312026398,312026384,Yes,2022-05-04T00:00:00,2022,5,18,A lot of the birds in my backyard did not...,A lot of the birds in my backyard did not like the birdseed.  They ended up putting it into the yard instead of eating it.,organic reviews,22.98,3,0,0,0,No,a lot of the birds in my backyard did not like the birdseed.  they ended up putting it into the yard instead of eating it.,5/4/2022,26,0.3152254223823547,0.1767995804548263,0.5642273426055908,0.055442601442337,Negative
2360,Garden,130091,AMDRO Ant Block Home Perimeter Ant Bait 24oz,https://www.amazon.com/dp/B000QDEQ7E,Amazon,Amdro,B000QDEQ7E,B000QDEQ7E,No,2022-05-27T00:00:00,2022,5,21,Do not use this product if you live near lake or stream.,"Description doesnt mention label warning of using product near lakes, rivers, and streams.",organic reviews,14.27,1,0,0,0,No,"description doesnt mention label warning of using product near lakes, rivers, and streams.",5/27/2022,13,0.0090970620512962,0.0166089255362749,0.0072544026188552,0.0022636887151747,Negative
2366,Garden,143072,Smart Seed Ohio State Mixture 3lb bag,http://www.homedepot.com/p/314933286,Homedepot,Pennington Grass,314933286,314933286,Yes,2022-06-09T00:00:00,2022,6,23,If you follow the directions you will have grass...,If you follow the directions you will have grass,organic reviews,16.97,5,0,0,0,No,if you follow the directions you will have grass,6/9/2022,9,0.0024094393011182,0.315740704536438,0.5394124388694763,0.5084977149963379,Neutral
2367,Garden,68505,AMDRO Fire Ant Bait,https://www.homedepot.com/p/AMDRO-1-lb-Fire-Ant-Killer-Bait-100099070/100327315,Homedepot,Amdro,100327315,305448173,Yes,2021-06-03T00:00:00,2021,6,22,Does Not Work,"I have used Amdro Fire Ant Bait for years with great results. I just purchased this product, and it does not work as advertised. I placed bait around a mound 10 days ago, and again 5 days ago, but ants still remain , with much of second application is still on ground. I will be returning for a refund.",organic reviews,14.36,1,0,0,0,No,"i have used amdro fire ant bait for years with great results. i just purchased this product, and it does not work as advertised. i placed bait around a mound 10 days ago, and again 5 days ago, but ants still remain , with much of second application is still on ground. i will be returning for a refund.",6/3/2021,59,0.4315501749515533,0.1426347494125366,0.5876142382621765,0.0326563194394111,Negative
2373,Garden,90553,Pennington Select Thistle Seed 20lb,https://www.walmart.com//ip/Pennington-Select-Thistle-Seed-Wild-Bird-Feed-and-Seed-20-lb-Bag/10902057?selected=true,Walmart,Pennington Bird,10902057,10902057,Yes,2022-04-13T00:00:00,2022,4,15,Will be buying locally in the future.,The seed is old and dried out. The Goldfinches wont eat it. When thistle gets old it loses flavor and nutrients and the birds wont eat it.,organic reviews,27.99,1,0,0,0,No,the seed is old and dried out. the goldfinches wont eat it. when thistle gets old it loses flavor and nutrients and the birds wont eat it.,4/13/2022,27,0.2065444141626358,0.3315064609050751,0.6259159445762634,0.1366463601589203,Negative
2374,Garden,142802,Smart Seed Dense Shade Mixture 3lb bag,http://www.homedepot.com/p/314933301,Homedepot,Pennington Grass,314933301,314933301,Yes,2022-06-01T00:00:00,2022,6,22,After 3 weeks I still have no growth. New soil...,After 3 weeks I still have no growth. New soil and watered every day.,organic reviews,11.25,1,0,0,0,No,after 3 weeks i still have no growth. new soil and watered every day.,6/1/2022,14,0.1604932397603988,0.1352616250514984,0.2530588209629059,0.0090873381122946,Negative
2376,Garden,143011,Smart Seed Northeast Mixture 20lb bag,http://www.homedepot.com/p/314933296,Homedepot,Pennington Grass,314933312,314933296,Yes,2022-06-09T00:00:00,2022,6,23,Save your time and money,"2 years ago I bought this seed to fix some bare and thin spots in my front lawn. I scratched the soil with a bow rake, spread the seed and top dressed everything with topsoil. Nothing - not a single seed germinated. This year I bought the same seed and went about the  job a little differently. After  core aerating my lawn, I spread the seed  and then gently broke up the dried up soil cores with a leaf rake and spread the soil around. Same results as last time. Dont waste your time or money.",organic reviews,74.88,1,0,0,0,No,"2 years ago i bought this seed to fix some bare and thin spots in my front lawn. i scratched the soil with a bow rake, spread the seed and top dressed everything with topsoil. nothing - not a single seed germinated. this year i bought the same seed and went about the  job a little differently. after  core aerating my lawn, i spread the seed  and then gently broke up the dried up soil cores with a leaf rake and spread the soil around. same results as last time. dont waste your time or money.",6/9/2022,99,0.5283689498901367,0.4559565186500549,0.5546208024024963,0.0484195947647094,Neutral
2381,Garden,67394,Sevin Ready-to-Spray Bug Killer 32 oz. ,https://www.walmart.com//ip/Sevin-Insect-Killer-Ready-to-Use-Hose-End-for-Lawns-and-Gardens-1-Quart/428114866?selected=true,Walmart,GardenTech,428114866,428114866,No,2021-09-26T00:00:00,2021,9,38,Not sure,"My ready to use hose attachment bottle has 3 setting Off, Rinse and Clean. There are no instruction as to which setting to use to spray the lawn for Army worms. It would be nice to have some instructions that make sense",organic reviews,14.47,2,0,0,0,No,"my ready to use hose attachment bottle has 3 setting off, rinse and clean. there are no instruction as to which setting to use to spray the lawn for army worms. it would be nice to have some instructions that make sense",9/26/2021,42,0.23773854970932,0.0516757331788539,0.2427937239408493,0.0081853047013282,Negative
2382,Garden,141243,"Pennington Smart Patch Sun & Shade Mix, 5 lb Jug",http://www.homedepot.com/p/317713416,Homedepot,Pennington Grass,317713416,317713416,Yes,2022-06-15T00:00:00,2022,6,24,Did not get any grass to grow from 3 bags...,Did not get any grass to grow from 3 bags in the bare spots. Followed directions to a t. Not sure if seed was old. Last time I go away from Eagle Brand.,organic reviews,0.0,1,0,0,0,No,did not get any grass to grow from 3 bags in the bare spots. followed directions to a t. not sure if seed was old. last time i go away from eagle brand.,6/15/2022,33,0.235745295882225,0.0986218303442001,0.293216347694397,0.0176822915673255,Negative
2386,Garden,16385,Pennington Fast Acting Lime 30lb,http://www.homedepot.com/p/t/205876384,Homedepot,Pennington Fertilizer,205876384,205876384,No,2021-07-12T00:00:00,2021,7,28,"product was wet when i opened it, cant be spread...","product was wet when i opened it, cant be spread with broadcast spreader, have to return to store.",organic reviews,17.28,1,0,0,0,No,"product was wet when i opened it, cant be spread with broadcast spreader, have to return to store.",7/12/2021,18,0.1190575063228607,0.2307699918746948,0.3148095309734344,0.0026637928094714,Negative
2387,Garden,72177,Image Kills Nutsedge Ready-to-Spray,http://www.homedepot.com/p/100175861,Homedepot,Image for Weeds,100598623,100175861,Yes,2022-01-07T00:00:00,2022,1,1,This product did not kill any of the weeds in...,This product did not kill any of the weeds in our yard. Waste of time and money.,organic reviews,24.56,1,0,0,0,No,this product did not kill any of the weeds in our yard. waste of time and money.,1/7/2022,17,0.6890498399734497,0.3992072343826294,0.4577484726905823,0.0038581497501581,Negative
2388,Garden,73480,Smart Seed 3 lbs. Northeast Grass Seed and Fertilizer,http://www.homedepot.com/p/314933296,Homedepot,Pennington Grass,314933296,314933296,Yes,2022-02-16T00:00:00,2022,2,7,Wheres the green!,Been down for a full week without a sign of any growth.,organic reviews,17.47,1,0,0,0,No,been down for a full week without a sign of any growth.,2/16/2022,12,0.6626363396644592,0.3704346716403961,0.2028165310621261,0.0323825143277645,Negative
2395,Garden,6494,Smart Seed Dense Shade Mixture 7lb bag,https://www.amazon.com/dp/B08QCFWWMV,Amazon,Pennington Grass,B08QCFWWMV,B08QCGQJT9,Yes,2021-07-05T00:00:00,2021,7,27,Didnt grow,Well the seeds were planted but its been over a month and nothing !,organic reviews,19.8,3,0,0,0,No,well the seeds were planted but its been over a month and nothing !,7/5/2021,14,0.2591663300991058,0.0235357210040092,0.2167036682367324,0.001354721141979,Negative
2399,Garden,90279,Pennington Wild Bird Food Blend Bucket,http://www.homedepot.com/p/312026384,Homedepot,Pennington Bird,312026398,312026384,Yes,2022-04-17T00:00:00,2022,4,15,Bucket difficult to open....,Bucket difficult to open.,organic reviews,22.98,4,0,0,0,No,bucket difficult to open.,4/17/2022,4,0.3690751492977142,0.2102480977773666,0.1074531003832817,0.0006701175007037,Negative
2412,Garden,133430,Smart Seed Ohio State Mixture 3lb bag,http://www.homedepot.com/p/314933286,Homedepot,Pennington Grass,314933286,314933286,Yes,2022-05-20T00:00:00,2022,5,20,DO NOT BUY!!,"Planted this seed under ideal conditions with perfect temperature, water and sunlight, but NO GROWTH at all after 3 weeks! I threw down some old expired Scotts seed in the same spot and it took off in less than 2 weeks!",organic reviews,16.97,1,0,0,0,No,"planted this seed under ideal conditions with perfect temperature, water and sunlight, but no growth at all after 3 weeks! i threw down some old expired scotts seed in the same spot and it took off in less than 2 weeks!",5/20/2022,41,0.0563910901546478,0.0026074848137795,0.0898161381483078,0.0048850290477275,Negative
2414,Garden,67563,Pennington Planter Hummingbird Feeder (2 pack),https://www.walmart.com//ip/Pennington-Mini-Red-Hummingbird-Feeder-with-Hangar-2-Pack/176196007?selected=true,Walmart,Pennington Bird,176196007,176196007,No,2021-09-06T00:00:00,2021,9,36,Small fits inside pot,Cute but too too small fits inside pot,organic reviews,5.66,2,0,0,0,No,cute but too too small fits inside pot,9/6/2021,8,0.0546300001442432,0.0149741424247622,0.0027326343115419,0.0061009367927908,Neutral
2420,Garden,22727,Ironite Mineral Supplement 1-0-1 by Pennington 15lb bag ,http://www.homedepot.com/p/t/205561089,Homedepot,Pennington Fertilizer,205561089,205561089,Yes,2021-07-18T00:00:00,2021,7,28,Did not meet expectations as mentioned...,Did not meet expectations as mentioned,organic reviews,18.98,3,0,0,0,No,did not meet expectations as mentioned,7/18/2021,6,0.4531758427619934,0.4533399641513824,0.0413231551647186,0.1650854349136352,Negative
2425,Garden,6453,Smart Seed Dense Shade Mixture 7lb bag,https://www.amazon.com/dp/B08QCFWWMV,Amazon,Pennington Grass,B08QCFWWMV,B08QCGQJT9,Yes,2021-08-31T00:00:00,2021,8,35,Hard work not lasting,Hard work not lasting. Followed instructions to the letter but didnt get results as expected.,organic reviews,19.8,1,0,0,0,No,hard work not lasting. followed instructions to the letter but didnt get results as expected.,8/31/2021,15,0.3932384848594665,0.3758578300476074,0.0875565037131309,0.0001092866295948,Negative
2429,Garden,90249,Pennington Wild Bird Food,http://www.homedepot.com/p/312026384,Homedepot,Pennington Bird,312026384,312026384,Yes,2022-04-13T00:00:00,2022,4,15,Good mix,"Nice mix of seed,birds like it",organic reviews,23.48,5,0,0,0,No,"nice mix of seed,birds like it",4/13/2022,6,0.0028861637692898,0.1365207582712173,0.5685442090034485,0.3361704647541046,Positive
2433,Garden,111161,Smart Seed Sun & Shade Southern Mixture 3lb bag,http://www.homedepot.com/p/314933301,Homedepot,Pennington Grass,314933317,314933301,Yes,2022-04-26T00:00:00,2022,4,17,27 days and waiting,"Prepped ground per instructions on bag - few bare spots and reseeding 5,000 sqft with 2 bags of 20lbs Sun and Shady mix -- 27 days later at best 50% sprouting and at worst 0% --- will wait 10 more days - then apply for refund",syndicated reviews,12.15,1,0,0,0,No,"prepped ground per instructions on bag - few bare spots and reseeding 5,000 sqft with 2 bags of 20lbs sun and shady mix -- 27 days later at best 50% sprouting and at worst 0% --- will wait 10 more days - then apply for refund",4/26/2022,46,0.2298291623592376,0.0367531552910804,0.6506953239440918,0.3455471098423004,Neutral
2437,Garden,27805,Lawn Booster Sun & Shade 35lb bag,http://www.homedepot.com/p/t/311569529,Homedepot,Pennington Grass,311569529,311569530,Yes,2021-10-18T00:00:00,2021,10,42,the grass turned yellow...,the grass turned yellow,organic reviews,47.99,1,0,0,0,No,the grass turned yellow,10/18/2021,4,0.0021878734696656,0.0249685496091842,0.1958005428314209,0.0195520650595426,Neutral
2442,Garden,111547,AMDRO Kills Fire Ants Yard Treatment Bait 2lb,https://www.lowes.com/pd/AMDRO-Yard-Treatment-2-lb-Fire-Ant-Bait/3009171,Lowes,Amdro,3009171,3018278,Yes,2022-05-02T00:00:00,2022,5,18,Not as effective,"Have been buying Amdro several years. Amdro is not as effective compared to 5, 7 years ago.  Ants move from one spot to another, dont die! For example poured Amdro on an ant hill, following day live ants still hanging around; same spot. Shaker bag: granules dont spill out evenly. Ended up cutting open and pouring.",organic reviews,14.48,5,0,0,0,No,"have been buying amdro several years. amdro is not as effective compared to 5, 7 years ago.  ants move from one spot to another, dont die! for example poured amdro on an ant hill, following day live ants still hanging around; same spot. shaker bag: granules dont spill out evenly. ended up cutting open and pouring.",5/2/2022,57,0.0082073593512177,0.0198618620634078,0.408291608095169,0.0005181310116313,Negative
2445,Garden,67749,"Eliminator Total Vegetation Killer Herbicide, 1 Gallon Concentrate",https://www.walmart.com//ip/Eliminator-Total-Vegetation-Killer-Herbicide-1-Gallon-Concentrate/669105534?selected=true,Walmart,Eliminator,669105534,935703842,No,2021-07-31T00:00:00,2021,7,30,It was a good product,Its a great product! Just wish it had a different applicator to apply the product!,organic reviews,14.38,5,0,0,0,No,its a great product! just wish it had a different applicator to apply the product!,7/31/2021,15,0.013679682277143,0.0777268335223198,0.4398427605628967,0.0020888168364763,Positive
2465,Garden,77297,Contractors Mix Southern 7lb bag,https://www.lowes.com/pd/Pennington-Contractors-Mix-7-lb-Mixture-Blend-Grass-Seed/50373914,Lowes,Pennington Grass,50373914,50373914,Yes,2022-03-15T00:00:00,2022,3,11,I would not buy this product,"I didnt understand why my re-seeded areas were lighter in color and died in the summer. Finally, a customer demanded to know the mix: perennial ryegrass, annual ryegrass, and a teensy bit of tall fescue. This is mostly junk grass and a waste of time and money.",syndicated reviews,20.48,1,0,0,0,No,"i didnt understand why my re-seeded areas were lighter in color and died in the summer. finally, a customer demanded to know the mix: perennial ryegrass, annual ryegrass, and a teensy bit of tall fescue. this is mostly junk grass and a waste of time and money.",3/15/2022,47,0.1152670755982399,0.0220188461244106,0.0611207671463489,0.002254017163068,Negative
2476,Garden,100601,Smart Seed Pennsylvania State Mixture 3lb bag,http://www.homedepot.com/p/314933324,Homedepot,Pennington Grass,314933324,314933324,Yes,2022-04-19T00:00:00,2022,4,16,I followed the instructions and no grass has grown at...,I followed the instructions and no grass has grown at all. Disappointed. Waste of money.,organic reviews,16.97,1,0,0,0,No,i followed the instructions and no grass has grown at all. disappointed. waste of money.,4/19/2022,15,0.3834618330001831,0.4011068642139435,0.1324625760316848,0.1260674893856048,Negative
2482,Garden,111555,Lawn Booster Sun & Shade 9.6lb bag,https://www.lowes.com/pd/Pennington-Lawn-Booster-II-Sun-and-Shade-9-6-lb/1001843262,Lowes,Pennington Grass,1001843262,1001843262,No,2022-05-02T00:00:00,2022,5,18,This product didnt work for me,"I used this to fill in my bare spots, I raked and put top soil down had plenty of rain and I watered, but after 3 1/2 weeks Ive got nothing.",syndicated reviews,20.78,1,0,0,0,No,"i used this to fill in my bare spots, i raked and put top soil down had plenty of rain and i watered, but after 3 1/2 weeks ive got nothing.",5/2/2022,31,0.1508869081735611,0.0504346676170825,0.4283261597156524,0.0955250039696693,Negative
2485,Garden,100572,Smart Seed Northeast Mixture 7lb bag,http://www.homedepot.com/p/314933296,Homedepot,Pennington Grass,314933293,314933296,Yes,2022-04-19T00:00:00,2022,4,16,I followed the instructions and no grass has grown at...,I followed the instructions and no grass has grown at all. Disappointed. Waste of money.,organic reviews,26.13,1,0,0,0,No,i followed the instructions and no grass has grown at all. disappointed. waste of money.,4/19/2022,15,0.3834618330001831,0.4011068642139435,0.1324625760316848,0.1260674893856048,Negative
2497,Garden,141736,Sevin Ready-to-Spray Bug Killer 32 oz. ,http://www.homedepot.com/p/303593722,Homedepot,GardenTech,303593722,303593722,Yes,2022-06-24T00:00:00,2022,6,25,I will not buy this again until they change bottle instructi,The instructions do not match the bottle. It took a lot of trial and error to confirm that the clean setting is the on setting.,syndicated reviews,15.46,2,0,0,0,No,the instructions do not match the bottle. it took a lot of trial and error to confirm that the clean setting is the on setting.,6/24/2022,25,0.1347243189811706,0.201007455587387,0.3707313239574432,0.0005951485945843,Negative
2499,Garden,78259,Pennington Wild Bird Food Blend Bucket,http://www.homedepot.com/p/312026384,Homedepot,Pennington Bird,312026398,312026384,Yes,2022-03-22T00:00:00,2022,3,12,too much millet in the bag....,too much millet in the bag.,organic reviews,22.98,2,0,0,0,No,too much millet in the bag.,3/22/2022,6,0.0755463913083076,0.1810419857501983,0.0687132850289344,0.001269195927307,Negative
2506,Garden,90200,Kentucky 31 Tall Fescue 20lb bag,http://www.homedepot.com/p/306924565,Homedepot,Pennington Grass,314933308,306924565,Yes,2022-04-13T00:00:00,2022,4,15,"Seed has begun to sprout, still too early to tell....","Seed has begun to sprout, still too early to tell. Weather hasnt exactly been the best",organic reviews,49.65,4,0,0,0,No,"seed has begun to sprout, still too early to tell. weather hasnt exactly been the best",4/13/2022,16,0.0403356552124023,0.2092303037643432,0.3425309956073761,0.0717543736100196,Negative
2519,Garden,67590,AMDRO Quick Kill Mosquito Bombs,https://www.walmart.com//ip/Amdro-Quick-Kill-Mosquito-Bombs-Larvicide-Treatment-6pk/858348984?selected=true,Walmart,Amdro,858348984,858348984,No,2021-06-16T00:00:00,2021,6,24,Failure waste of money,"Put one disk in a 5 gallon bucket and 5, 7 ,9 and 14daiys later the bucket had 50 or more mosquitoes large still in the water. This product is a failure and a waste of money",organic reviews,5.99,1,0,0,0,No,"put one disk in a 5 gallon bucket and 5, 7 ,9 and 14daiys later the bucket had 50 or more mosquitoes large still in the water. this product is a failure and a waste of money",6/16/2021,37,0.0939016640186309,0.2308946102857589,0.1183122172951698,0.0042500654235482,Negative
2521,Garden,133052,Smart Seed Dense Shade Mixture 3lb bag,http://www.homedepot.com/p/314933301,Homedepot,Pennington Grass,314933301,314933301,Yes,2022-05-12T00:00:00,2022,5,19,No dense grass in dense shade,[This review was collected as part of a promotion.] Only a little bit of grass came up and there was fresh dirt and I kept it watered. However nothing is growing in my yard and I believe its the root system of the massive trees that suck up all the water and nutrients.,syndicated reviews,11.25,4,0,0,0,Yes,[this review was collected as part of a promotion.] only a little bit of grass came up and there was fresh dirt and i kept it watered. however nothing is growing in my yard and i believe its the root system of the massive trees that suck up all the water and nutrients.,5/12/2022,53,0.2435518354177475,0.0453349202871322,0.464811235666275,0.2542610168457031,Neutral
2525,Garden,141320,Alaska 5-1-1 Fish Fertilizer 32oz bottle (concentrate),http://www.homedepot.com/p/202949934,Homedepot,Pennington Fertilizer,100131259,202949934,Yes,2022-06-23T00:00:00,2022,6,25,"Smells like catfish bait, plants love it!",...just dont get it on ya.,organic reviews,10.77,5,0,0,0,No,...just dont get it on ya.,6/23/2022,6,0.4283283352851867,0.2818964719772339,0.09215097874403,0.0830079391598701,Negative
2538,Garden,143383,Sevin Ready to Use 5% Dust 1 lb. ,https://www.homedepot.com/p/Sevin-3-lbs-Ready-to-Use-Garden-Insect-Killer-Dust-100539964/316708109,Homedepot,GardenTech,316708103,316708103,Yes,2022-06-23T00:00:00,2022,6,25,i have been trying to get a complete list online of the bugs,complete list of bugs controlled..Please,syndicated reviews,9.98,3,1,0,0,No,complete list of bugs controlled..please,6/23/2022,5,0.0022108519915491,0.0206051245331764,0.1313529461622238,0.0184396617114543,Neutral
2541,Garden,142806,Smart Seed Dense Shade Mixture 3lb bag,http://www.homedepot.com/p/314933301,Homedepot,Pennington Grass,314933301,314933301,Yes,2022-06-09T00:00:00,2022,6,23,Save your time and money,"2 years ago I bought this seed to fix some bare and thin spots in my front lawn. I scratched the soil with a bow rake, spread the seed and top dressed everything with topsoil. Nothing - not a single seed germinated. This year I bought the same seed and went about the  job a little differently. After  core aerating my lawn, I spread the seed  and then gently broke up the dried up soil cores with a leaf rake and spread the soil around. Same results as last time. Dont waste your time or money.",organic reviews,11.25,1,0,0,0,No,"2 years ago i bought this seed to fix some bare and thin spots in my front lawn. i scratched the soil with a bow rake, spread the seed and top dressed everything with topsoil. nothing - not a single seed germinated. this year i bought the same seed and went about the  job a little differently. after  core aerating my lawn, i spread the seed  and then gently broke up the dried up soil cores with a leaf rake and spread the soil around. same results as last time. dont waste your time or money.",6/9/2022,99,0.5283689498901367,0.4559565186500549,0.5546208024024963,0.0484195947647094,Neutral
2546,Garden,142754,Smart Seed Sun & Shade Southern Mixture 20lb bag,http://www.homedepot.com/p/314933301,Homedepot,Pennington Grass,314933322,314933301,Yes,2022-06-12T00:00:00,2022,6,23,I followed the directions exactly and watered every day. The...,I followed the directions exactly and watered every day. The grass never grew.,organic reviews,53.89,1,0,0,0,No,i followed the directions exactly and watered every day. the grass never grew.,6/12/2022,13,0.098867081105709,0.0837160050868988,0.5255544185638428,0.4942388534545898,Neutral
2549,Garden,72285,Pennington Premium Black Oil Sunflower Bird Seed,http://www.homedepot.com/p/312026381,Homedepot,Pennington Bird,312026381,312026381,Yes,2022-01-26T00:00:00,2022,1,4,The bag has some mold in it from being stored...,The bag has some mold in it from being stored outside,organic reviews,12.98,3,0,0,0,No,the bag has some mold in it from being stored outside,1/26/2022,11,0.0388146489858627,0.0003451239899732,0.0294075738638639,0.0011871471069753,Neutral
2550,Garden,141339,Alaska 5-1-1 Fish Fertilizer 1 Gal (concentrate),http://www.homedepot.com/p/202949934,Homedepot,Pennington Fertilizer,100211859,202949934,Yes,2022-06-23T00:00:00,2022,6,25,"Smells like catfish bait, plants love it!",...just dont get it on ya.,organic reviews,20.52,5,0,0,0,No,...just dont get it on ya.,6/23/2022,6,0.4283283352851867,0.2818964719772339,0.09215097874403,0.0830079391598701,Negative
2551,Garden,140830,Pennington UltraGreen Weed and Feed 30-0-4,http://www.homedepot.com/p/312265343,Homedepot,Pennington Fertilizer,312265343,312265343,No,2022-06-02T00:00:00,2022,6,22,Tough weeds,"Good but not great, have some tough weed,clover that probably needs another bag of weed and feed",organic reviews,23.68,3,0,0,0,No,"good but not great, have some tough weed,clover that probably needs another bag of weed and feed",6/2/2022,17,0.1839105933904647,0.3576929271221161,0.1663967221975326,0.0005755750462412,Negative
2553,Garden,70838,Pennington Cedar Bluebird House,https://www.walmart.com//ip/Pennington-Cedar-Bluebird-Wild-Bird-House-1-unit/20713363?selected=true,Walmart,Pennington Bird,20713363,20713363,No,2021-12-21T00:00:00,2021,12,51,disappointed,The roof broke on one and one all of them it wasnt completely nailed in- so it was sticking off- one of the issues is that the roof needs to be ONE piece of wood. I incorrectly thought this was ONE solid piece - it is two badly put together :( SO the roof will leak onto baby birds which? is not okay.,organic reviews,10.24,2,0,0,0,No,the roof broke on one and one all of them it wasnt completely nailed in- so it was sticking off- one of the issues is that the roof needs to be one piece of wood. i incorrectly thought this was one solid piece - it is two badly put together :( so the roof will leak onto baby birds which? is not okay.,12/21/2021,63,0.2133171558380127,0.1413002014160156,0.1950262039899826,0.0009060763986781,Negative
2556,Garden,17998,AMDRO Gopher Gasser 6-pack,http://www.homedepot.com/p/t/203031283,Homedepot,Amdro,203031283,203031283,No,2021-06-09T00:00:00,2021,6,23,Pretty useless for killing varmints....,Pretty useless for killing varmints.,organic reviews,7.91,1,0,0,0,No,pretty useless for killing varmints.,6/9/2021,5,0.1545747071504593,0.0138099519535899,0.048420887440443,0.0009845418389886,Negative
2557,Garden,141609,Sevin Ready-to-Use 1.33 gal.,http://www.homedepot.com/p/303593722,Homedepot,GardenTech,311707480,303593722,Yes,2022-06-27T00:00:00,2022,6,26,Works good but the sprayer is junk,The spray itself if good stuff but the sprayer bottle is junk and quits working before all the product is used up. The stuff is just too expensive to throw out because the sprayer stops working.,syndicated reviews,25.32,4,0,0,0,No,the spray itself if good stuff but the sprayer bottle is junk and quits working before all the product is used up. the stuff is just too expensive to throw out because the sprayer stops working.,6/27/2022,36,0.6894640326499939,0.2935910820960998,0.5973250865936279,0.0530230179429054,Negative
2558,Garden,133300,Smart Seed Northeast Mixture 7lb bag,http://www.homedepot.com/p/314933296,Homedepot,Pennington Grass,314933293,314933296,Yes,2022-05-19T00:00:00,2022,5,20,I only wish that it would  grow quicker...,I only wish that it would  grow quicker,organic reviews,25.37,4,0,0,0,No,i only wish that it would  grow quicker,5/19/2022,9,0.2289919555187225,0.2319262325763702,0.1404625326395034,0.0013154458720237,Neutral
2569,Garden,20139,Sevin Lawn Insect Granules 10 lb.,http://www.homedepot.com/p/t/304779519,Homedepot,GardenTech,304779519,304779519,Yes,2021-07-09T00:00:00,2021,7,27,Sevin is always a good product...,Sevin is always a good product,organic reviews,9.98,4,0,0,0,No,sevin is always a good product,7/9/2021,6,0.0931219682097435,0.3459300994873047,0.6651720404624939,0.6784260272979736,Positive
2584,Garden,70034,AMDRO Ant Killing Bait 8-pk,https://www.amazon.com/dp/B0052EINNK,Amazon,Amdro,B0052EINNK,B0052EINNK,No,2021-12-29T00:00:00,2021,12,52,Worthless trash,"Either I got a bad one, or these are just totally useless. I put them right in the path of ants and let it go for several days. The ants were just uninterested. I finally sprayed the ants and they havent returned. What a waste of money.",organic reviews,12.83,1,0,0,0,No,"either i got a bad one, or these are just totally useless. i put them right in the path of ants and let it go for several days. the ants were just uninterested. i finally sprayed the ants and they havent returned. what a waste of money.",12/29/2021,47,0.4822681546211242,0.2817368805408478,0.4313050508499145,0.301478773355484,Negative
2586,Garden,15101,AMDRO Ant Block Home Perimeter Ant Bait 24oz,http://www.homedepot.com/p/t/100598633,Homedepot,Amdro,100598633,100598633,Yes,2021-11-10T00:00:00,2021,11,45,Not For Our Pain In the Rear Ants,Did not work for Odorous House Ants,organic reviews,14.47,3,0,0,0,No,did not work for odorous house ants,11/10/2021,7,0.0291261356323957,0.0437231659889221,0.0447930283844471,0.000383206323022,Negative
2591,Garden,9716,MOSS OUT! For Roofs & Structures 6 lb Granules ,http://www.homedepot.com/p/t/100484120,Homedepot,Moss Out,100484120,100484120,No,2021-10-15T00:00:00,2021,10,41,Miss Out Granules,Love the granules compared to the fine powder!,organic reviews,21.88,5,0,0,0,No,love the granules compared to the fine powder!,10/15/2021,8,0.0127365393564105,0.3747169971466064,0.5992391705513,0.52263343334198,Positive
2598,Garden,31787,Pennington Premium Black Oil Sunflower Bird Seed,http://www.homedepot.com/p/t/312026381,Homedepot,Pennington Bird,312026381,312026381,Yes,2021-10-15T00:00:00,2021,10,41,Lots of trash filler in the bag....,Lots of trash filler in the bag.,organic reviews,12.98,2,0,0,0,No,lots of trash filler in the bag.,10/15/2021,7,0.0254948493093252,0.1637916713953018,0.0916322395205497,0.0290947314351797,Negative
2601,Garden,150150,Kentucky Bluegrass Blend 7lb bag,https://www.walmart.com//ip/Pennington-Kentucky-Bluegrass-Grass-Seed-Blend-for-Northern-Lawns-7-lb/116643877?selected=true,Walmart,Pennington Grass,116643877,46855893,Yes,2022-06-27T00:00:00,2022,6,26,MORE POA!,It is not Kentucky its POA ANNUA so disappointed!,organic reviews,24.97,1,0,0,0,No,it is not kentucky its poa annua so disappointed!,6/27/2022,9,0.2676696479320526,0.1172349005937576,0.0092010274529457,0.0013432048726826,Negative
