,segment,review_id,product_name,producturl,retailer,brand,retailer_product_id,base_id,variants_flag,review_creation_date,year,month,week,review_title,review_text,review_type,price,rating,images,videos,helpful_votes,promotion_flag,review_lower,date,word_count,sentiment_m,cost_m,efficient_m,effective_m,ease of use_m,max,other_m,align_type
305,Garden,14462,Corry’s Slug & Snail Killer 8lb,http://www.homedepot.com/p/t/203636415,Homedepot,Corrys,203636415,203636436,Yes,2021-08-10T00:00:00,2021,8,32,pretty good.,[This review was collected as part of a promotion.] I received this for free from influenster to use and give my honest review. we had a bad grub or slug infestation in both front and back yard. it was horrible. we tried other products last year and didnt have any luck. we used Corrys this time. it helped a little bit. but I still had to have my yard professionally treated. could have just been that our problem was too bad. and possibly our yard was to big. it did work a little bit tho..,syndicated reviews,22.98,4,0,0,0,Yes,[this review was collected as part of a promotion.] i received this for free from influenster to use and give my honest review. we had a bad grub or slug infestation in both front and back yard. it was horrible. we tried other products last year and didnt have any luck. we used corrys this time. it helped a little bit. but i still had to have my yard professionally treated. could have just been that our problem was too bad. and possibly our yard was to big. it did work a little bit tho..,2021-08-10,95,negative,cost,efficient,effective,,0.9878411293029785,,"('cost', 'efficient', 'effective', '', '')"
306,Garden,73133,8 lb. Slug and Snail Killer,http://www.homedepot.com/p/203636436,Homedepot,Corrys,203636415,203636436,Yes,2022-02-08T00:00:00,2022,2,6,I applied the product just two days ago. I thought...,I applied the product just two days ago. I thought that it would be unreasonable to expect results in that length of time.  Therefore I would prefer to give it a little more time to work before comment on its performance.,organic reviews,23.97,1,0,0,0,No,i applied the product just two days ago. i thought that it would be unreasonable to expect results in that length of time.  therefore i would prefer to give it a little more time to work before comment on its performance.,2022-02-08,42,neutral,,,,,0.48460260033607483,other,"('', '', '', '', 'other')"
307,Garden,141516,Corry’s Slug & Snail Killer 8lb,http://www.homedepot.com/p/203636436,Homedepot,Corrys,203636415,203636436,Yes,2022-06-18T00:00:00,2022,6,24,I like your old mix better.,This works on slugs and snails but where is your insect one now.,syndicated reviews,23.97,3,0,0,0,No,this works on slugs and snails but where is your insect one now.,2022-06-18,13,neutral,,,effective,,0.996058464050293,,"('', '', 'effective', '', '')"
308,Garden,14555,Corry’s Slug & Snail Killer 1.75lb,http://www.homedepot.com/p/t/203636436,Homedepot,Corrys,203636436,203636436,Yes,2021-07-17T00:00:00,2021,7,28,It worked very well for me....,It worked very well for me.,organic reviews,7.64,5,0,0,0,No,it worked very well for me.,2021-07-17,6,positive,,efficient,effective,ease of use,0.99892258644104,,"('', 'efficient', 'effective', 'ease of use', '')"
309,Garden,72183,Corry’s Slug & Snail Killer 1.75lb,http://www.homedepot.com/p/203636436,Homedepot,Corrys,203636436,203636436,Yes,2022-01-12T00:00:00,2022,1,2,Does not cover the square footage posted on the box...,Does not cover the square footage posted on the box plus 1/4 of the box is kind of a power instead of granules.,organic reviews,7.97,3,0,0,1,No,does not cover the square footage posted on the box plus 1/4 of the box is kind of a power instead of granules.,2022-01-12,23,negative,,,,,0.40058645606040955,other,"('', '', '', '', 'other')"
310,Garden,70052,Corry’s Slug & Snail Killer 3.5lb,https://www.amazon.com/dp/B00CYNH3RE,Amazon,Corrys,B00CYNH3RE,B00CYNH3RE,No,2021-12-27T00:00:00,2021,12,52,Malo,No sirve,organic reviews,11.96,1,0,0,0,No,no sirve,2021-12-27,2,neutral,,,,,0.5119340419769287,other,"('', '', '', '', 'other')"
311,Garden,131559,Corry’s Slug & Snail Killer 1.75lb,http://www.homedepot.com/p/203636436,Homedepot,Corrys,203636436,203636436,Yes,2022-05-25T00:00:00,2022,5,21,It worked quickly and effectively...,It worked quickly and effectively,organic reviews,7.97,5,0,0,0,No,it worked quickly and effectively,2022-05-25,5,positive,,efficient,effective,ease of use,0.9990059733390808,,"('', 'efficient', 'effective', 'ease of use', '')"
312,Garden,5392,Corry’s Slug & Snail Killer 3.5lb,https://www.amazon.com/dp/B00CYNH3RE,Amazon,Corrys,B00CYNH3RE,B00CYNH3RE,No,2021-06-04T00:00:00,2021,6,22,Did it job it rain still no slugs,Best snail bait I had them bad around my strawberries,organic reviews,11.96,5,0,0,0,No,best snail bait i had them bad around my strawberries,2021-06-04,10,negative,,,effective,,0.9838078618049622,,"('', '', 'effective', '', '')"
313,Garden,141445,Corry’s Slug & Snail Killer 1.75lb,http://www.homedepot.com/p/203636436,Homedepot,Corrys,203636436,203636436,Yes,2022-06-19T00:00:00,2022,6,24,it really works thank you...,it really works thank you,organic reviews,7.97,5,0,0,0,No,it really works thank you,2022-06-19,5,positive,,efficient,effective,ease of use,0.997212827205658,,"('', 'efficient', 'effective', 'ease of use', '')"
314,Garden,140218,Corry’s Slug & Snail Killer 3.5lb,https://www.amazon.com.com/dp/B00CYNH3RE,Amazon,Corrys,B00CYNH3RE,B00CYNH3RE,No,2022-06-23T00:00:00,2022,6,25,Gone,I love this stuff!! Works great!,organic reviews,25.98,5,0,0,0,No,i love this stuff!! works great!,2022-06-23,6,positive,,efficient,effective,ease of use,0.9974212646484375,,"('', 'efficient', 'effective', 'ease of use', '')"
315,Garden,66795,Corry’s Slug & Snail Killer 3.5lb,https://www.walmart.com//ip/Corry-s-Ready-to-Use-Pellets-Slug-and-Snail-Killer-3-5-lbs/38441939?selected=true,Walmart,Corrys,38441939,38441939,No,2021-07-28T00:00:00,2021,7,30,works like a charm,"[This review was collected as part of a promotion.] This stuff was great. I do t have many slugs to control, but it also worked on the earwigs I had hanging around. I actually purchased a second bag!",organic reviews,12.88,5,0,0,0,Yes,"[this review was collected as part of a promotion.] this stuff was great. i do t have many slugs to control, but it also worked on the earwigs i had hanging around. i actually purchased a second bag!",2021-07-28,38,positive,,efficient,effective,ease of use,0.9983285665512085,,"('', 'efficient', 'effective', 'ease of use', '')"
316,Garden,14355,Corry’s Slug & Snail Killer 1.75lb,http://www.homedepot.com/p/t/203636436,Homedepot,Corrys,203636436,203636436,Yes,2021-06-01T00:00:00,2021,6,22,"seems to help, not sure though...","seems to help, not sure though",organic reviews,7.64,4,0,0,0,No,"seems to help, not sure though",2021-06-01,6,neutral,,,effective,ease of use,0.9776875972747803,,"('', '', 'effective', 'ease of use', '')"
317,Garden,77088,Corry’s Slug & Snail Killer 1.75lb,http://www.homedepot.com/p/203636436,Homedepot,Corrys,203636436,203636436,Yes,2022-03-15T00:00:00,2022,3,11,Surprisingly this stuff works great and slugs around my plants...,Surprisingly this stuff works great and slugs around my plants and flowers have reduced to nearly non existent,organic reviews,7.97,5,0,0,0,No,surprisingly this stuff works great and slugs around my plants and flowers have reduced to nearly non existent,2022-03-15,18,positive,,efficient,effective,ease of use,0.9989952445030212,,"('', 'efficient', 'effective', 'ease of use', '')"
318,Garden,68071,Corry's Moss B Ware 3lb,https://www.walmart.com//ip/Corry-s-Moss-B-Ware-Moss-Killer-Herbicide-3-lb-Shaker/16794595?selected=true,Walmart,Corrys,16794595,16794595,No,2021-06-26T00:00:00,2021,6,25,"Seems good, but too soon to tell.","The application went smoothly. It was easy to mix and prepare, as well as easy to apply. Time will tell if it works as a preventative product, but I am optimistic.This review was collected as part of a promotion, and the opinions are my own.",organic reviews,12.88,4,0,0,0,Yes,"the application went smoothly. it was easy to mix and prepare, as well as easy to apply. time will tell if it works as a preventative product, but i am optimistic.this review was collected as part of a promotion, and the opinions are my own.",2021-06-26,45,positive,,efficient,,ease of use,0.990064263343811,,"('', 'efficient', '', 'ease of use', '')"
319,Garden,5393,Corry’s Slug & Snail Killer 3.5lb,https://www.amazon.com/dp/B00CYNH3RE,Amazon,Corrys,B00CYNH3RE,B00CYNH3RE,No,2021-09-23T00:00:00,2021,9,38,Bye! Bye! Slugs and Snail,"Have used for years--with my no-till mulched garden, some wet years, became haven for these nasty critters-- was so glad to find online -- as local store only has supply at start of season",organic reviews,11.96,5,0,0,1,No,"have used for years--with my no-till mulched garden, some wet years, became haven for these nasty critters-- was so glad to find online -- as local store only has supply at start of season",2021-09-23,34,positive,,,effective,,0.7972644567489624,,"('', '', 'effective', '', '')"
320,Garden,110611,Corry’s Slug & Snail Killer 1.75lb,http://www.homedepot.com/p/203636436,Homedepot,Corrys,203636436,203636436,Yes,2022-04-27T00:00:00,2022,4,17,"Poor little slimey invaders, migrating into your lawn, chewing it...","Poor little slimey invaders, migrating into your lawn, chewing it up and creating dirty brown patch holes everywhere. If this product does its job, it can make your lawn beautiful again. Dont let snails and slugs destroy your beautiful garden.",organic reviews,7.97,5,0,0,0,No,"poor little slimey invaders, migrating into your lawn, chewing it up and creating dirty brown patch holes everywhere. if this product does its job, it can make your lawn beautiful again. dont let snails and slugs destroy your beautiful garden.",2022-04-27,40,negative,,efficient,effective,,0.9314769506454468,,"('', 'efficient', 'effective', '', '')"
321,Garden,110617,Corry’s Slug & Snail Killer 3.5lb,http://www.homedepot.com/p/203636436,Homedepot,Corrys,203636434,203636436,Yes,2022-05-04T00:00:00,2022,5,18,Product was out stock...,Product was out stock,organic reviews,13.97,1,0,0,0,No,product was out stock,2022-05-04,4,negative,,,,,0.4351465702056885,other,"('', '', '', '', 'other')"
322,Garden,14581,Corry’s Slug & Snail Killer 8lb,http://www.homedepot.com/p/t/203636415,Homedepot,Corrys,203636415,203636436,Yes,2021-06-09T00:00:00,2021,6,23,Took care of my pests...,Took care of my pests,organic reviews,22.98,5,0,0,0,No,took care of my pests,2021-06-09,5,neutral,,efficient,effective,,0.9826184511184692,,"('', 'efficient', 'effective', '', '')"
323,Garden,131586,Corry’s Slug & Snail Killer 3.5lb,http://www.homedepot.com/p/203636436,Homedepot,Corrys,203636434,203636436,Yes,2022-05-25T00:00:00,2022,5,21,Pretty Decent product snails are declining rapidly...,Pretty Decent product snails are declining rapidly,organic reviews,13.97,5,0,0,0,No,pretty decent product snails are declining rapidly,2022-05-25,7,negative,,,effective,,0.8901947736740112,,"('', '', 'effective', '', '')"
324,Garden,110625,Corry’s Slug & Snail Killer 3.5lb,http://www.homedepot.com/p/203636436,Homedepot,Corrys,203636434,203636436,Yes,2022-04-27T00:00:00,2022,4,17,Perfect for demolishing snails...,Perfect for demolishing snails,organic reviews,13.97,5,0,0,0,No,perfect for demolishing snails,2022-04-27,4,positive,,efficient,effective,ease of use,0.9993502497673035,,"('', 'efficient', 'effective', 'ease of use', '')"
325,Garden,141529,Corry’s Slug & Snail Killer 8lb,http://www.homedepot.com/p/203636436,Homedepot,Corrys,203636415,203636436,Yes,2022-06-09T00:00:00,2022,6,23,Worked to keep slugs away.  The box design could...,Worked to keep slugs away.  The box design could be better since the hole for pouring out the pellets leaves a lot to be desired.,organic reviews,23.97,4,0,0,0,No,worked to keep slugs away.  the box design could be better since the hole for pouring out the pellets leaves a lot to be desired.,2022-06-09,26,negative,,,,,0.2833685278892517,other,"('', '', '', '', 'other')"
326,Garden,141493,Corry’s Slug & Snail Killer 3.5lb,http://www.homedepot.com/p/203636436,Homedepot,Corrys,203636434,203636436,Yes,2022-06-01T00:00:00,2022,6,22,"this is a great product, however it will draw Rats...","this is a great product, however it will draw Rats",organic reviews,13.97,4,0,0,0,No,"this is a great product, however it will draw rats",2022-06-01,10,positive,,,,,0.40943729877471924,other,"('', '', '', '', 'other')"
327,Garden,14386,Corry’s Slug & Snail Killer 1.75lb,http://www.homedepot.com/p/t/203636436,Homedepot,Corrys,203636436,203636436,Yes,2021-09-21T00:00:00,2021,9,38,Worked great.  No more issues after using....,Worked great.  No more issues after using.,organic reviews,7.64,5,0,0,0,No,worked great.  no more issues after using.,2021-09-21,8,positive,,efficient,effective,ease of use,0.9978745579719543,,"('', 'efficient', 'effective', 'ease of use', '')"
328,Garden,79017,Corry’s Slug & Snail Killer 3.5lb,https://www.amazon.com/dp/B00CYNH3RE,Amazon,Corrys,B00CYNH3RE,B00CYNH3RE,No,2022-04-03T00:00:00,2022,4,13,No more ! Great product,I used this product to get rid of slugs. Works great!,organic reviews,12.46,5,0,0,0,No,i used this product to get rid of slugs. works great!,2022-04-03,11,positive,,efficient,effective,,0.9990973472595215,,"('', 'efficient', 'effective', '', '')"
329,Garden,80168,Corry’s Slug & Snail Killer 8lb,http://www.homedepot.com/p/203636436,Homedepot,Corrys,203636415,203636436,Yes,2022-04-05T00:00:00,2022,4,14,Easy to use.,Nice large package with great hand grip.,organic reviews,23.97,5,0,0,0,No,nice large package with great hand grip.,2022-04-05,7,positive,,efficient,effective,ease of use,0.9930845499038696,,"('', 'efficient', 'effective', 'ease of use', '')"
330,Garden,141518,Corry’s Slug & Snail Killer 8lb,http://www.homedepot.com/p/203636436,Homedepot,Corrys,203636415,203636436,Yes,2022-06-22T00:00:00,2022,6,25,"It wasnt a fair fight really, the snails didnt have a chance - there were a lot of em too!",Snails 0 Corrys 10!,organic reviews,23.97,5,0,0,0,No,snails 0 corrys 10!,2022-06-22,4,neutral,cost,efficient,effective,,0.9100446701049805,,"('cost', 'efficient', 'effective', '', '')"
331,Garden,140208,Corry’s Slug & Snail Killer 3.5lb,https://www.amazon.com.com/dp/B00CYNH3RE,Amazon,Corrys,B00CYNH3RE,B00CYNH3RE,No,2022-06-08T00:00:00,2022,6,23,Best snail bait around,"Ive been using this for years. I believe it is the best snail bait on the market. It used to come in a sawdust like form, but is now pellets. It seems to work the same.",organic reviews,25.98,5,0,0,0,No,"ive been using this for years. i believe it is the best snail bait on the market. it used to come in a sawdust like form, but is now pellets. it seems to work the same.",2022-06-08,36,positive,,efficient,effective,ease of use,0.9962908625602722,,"('', 'efficient', 'effective', 'ease of use', '')"
332,Garden,79099,Corry’s Slug & Snail Killer 1.75lb,http://www.homedepot.com/p/203636436,Homedepot,Corrys,203636436,203636436,Yes,2022-04-01T00:00:00,2022,4,13,Slugs,Cant see where it is working on my problem,organic reviews,7.97,2,0,0,0,No,cant see where it is working on my problem,2022-04-01,9,negative,,,,,0.17186635732650757,other,"('', '', '', '', 'other')"
333,Garden,66794,Corry’s Slug & Snail Killer 1.75lb,https://www.walmart.com//ip/Corry-s-Ready-to-Use-Pellets-Slug-and-Snail-Killer-1-75-lbs/35610011?selected=true,Walmart,Corrys,35610011,35610011,No,2021-08-10T00:00:00,2021,8,32,Didnt get the top results as others ;(,"[This review was collected as part of a promotion.] Ok, Let me begin with the pros:1) Definitely attracted snails amoung other bugs.2) Only have to apply once every 2 1/2 + wks 3) Pet friendly Now unfortunately for the cons: 1) it attracts EVERY bug there is as if its food for them !! 2) Packaging could be a little better for the 6lb bag.",organic reviews,8.14,3,0,0,0,Yes,"[this review was collected as part of a promotion.] ok, let me begin with the pros:1) definitely attracted snails amoung other bugs.2) only have to apply once every 2 1/2 + wks 3) pet friendly now unfortunately for the cons: 1) it attracts every bug there is as if its food for them !! 2) packaging could be a little better for the 6lb bag.",2021-08-10,65,neutral,,,effective,ease of use,0.9408716559410095,,"('', '', 'effective', 'ease of use', '')"
334,Garden,100018,Corry’s Slug & Snail Killer 3.5lb,https://www.amazon.com/dp/B00CYNH3RE,Amazon,Corrys,B00CYNH3RE,B00CYNH3RE,No,2022-04-21T00:00:00,2022,4,16,Doesnt work.,I used this product to keep snails from crawling up my house and obviously it didnt work.,organic reviews,12.88,1,3,0,0,No,i used this product to keep snails from crawling up my house and obviously it didnt work.,2022-04-21,17,negative,cost,,,,0.8050021529197693,,"('cost', '', '', '', '')"
335,Garden,5295,Corry’s Slug & Snail Killer 3.5lb,https://www.amazon.com/dp/B00CYNH3RE,Amazon,Corrys,B00CYNH3RE,B00CYNH3RE,No,2021-07-19T00:00:00,2021,7,29,Kills slug and plants.,"I kills slug very well, just do not drop on your plants. It will kill plants too.",organic reviews,11.96,5,0,0,0,No,"i kills slug very well, just do not drop on your plants. it will kill plants too.",2021-07-19,17,negative,,efficient,effective,,0.9941424131393433,,"('', 'efficient', 'effective', '', '')"
336,Garden,5328,Corry’s Slug & Snail Killer 3.5lb,https://www.amazon.com/dp/B00CYNH3RE,Amazon,Corrys,B00CYNH3RE,B00CYNH3RE,No,2021-10-31T00:00:00,2021,10,43,Did the job!,"I didnt have to reapply, it got them all around my house in one application and they were everywhere.",organic reviews,11.96,5,0,0,0,No,"i didnt have to reapply, it got them all around my house in one application and they were everywhere.",2021-10-31,19,neutral,,efficient,effective,ease of use,0.9979572296142578,,"('', 'efficient', 'effective', 'ease of use', '')"
337,Garden,78126,Corry’s Slug & Snail Killer 1.75lb,http://www.homedepot.com/p/203636436,Homedepot,Corrys,203636436,203636436,Yes,2022-03-23T00:00:00,2022,3,12,Havent seen a dead snail yet. And I know I...,Havent seen a dead snail yet. And I know I have them.spread 3/4 box through yard. I like that its pellets versus dust but doesnt seem to work.,organic reviews,7.97,1,0,0,0,No,havent seen a dead snail yet. and i know i have them.spread 3/4 box through yard. i like that its pellets versus dust but doesnt seem to work.,2022-03-23,28,negative,,,,,0.40544113516807556,other,"('', '', '', '', 'other')"
338,Garden,141500,Corry’s Slug & Snail Killer 3.5lb,http://www.homedepot.com/p/203636436,Homedepot,Corrys,203636434,203636436,Yes,2022-06-02T00:00:00,2022,6,22,Gets ruined with rain or sprinkler water...,Gets ruined with rain or sprinkler water,organic reviews,13.97,1,0,0,0,No,gets ruined with rain or sprinkler water,2022-06-02,7,negative,,,,,0.44072312116622925,other,"('', '', '', '', 'other')"
339,Garden,141475,Corry’s Slug & Snail Killer 3.5lb,http://www.homedepot.com/p/203636436,Homedepot,Corrys,203636434,203636436,Yes,2022-06-19T00:00:00,2022,6,24,it really works thank you...,it really works thank you,organic reviews,13.97,5,0,0,0,No,it really works thank you,2022-06-19,5,positive,,efficient,effective,ease of use,0.997212827205658,,"('', 'efficient', 'effective', 'ease of use', '')"
340,Garden,131598,Corry’s Slug & Snail Killer 8lb,http://www.homedepot.com/p/203636436,Homedepot,Corrys,203636415,203636436,Yes,2022-05-12T00:00:00,2022,5,19,It was cheaper of the two...,It was cheaper of the two,organic reviews,23.97,3,0,0,0,No,it was cheaper of the two,2022-05-12,6,neutral,cost,efficient,effective,ease of use,0.9548419117927551,,"('cost', 'efficient', 'effective', 'ease of use', '')"
341,Garden,5271,Corry’s Slug & Snail Killer 3.5lb,https://www.amazon.com/dp/B00CYNH3RE,Amazon,Corrys,B00CYNH3RE,B00CYNH3RE,No,2021-11-24T00:00:00,2021,11,47,ok,ok,organic reviews,11.96,4,0,0,0,No,ok,2021-11-24,1,neutral,,efficient,effective,ease of use,0.9362285137176514,,"('', 'efficient', 'effective', 'ease of use', '')"
342,Garden,131560,Corry’s Slug & Snail Killer 1.75lb,http://www.homedepot.com/p/203636436,Homedepot,Corrys,203636436,203636436,Yes,2022-05-19T00:00:00,2022,5,20,It helps get rid of snails. It also helps the...,It helps get rid of snails. It also helps the plants stay alive.,organic reviews,7.97,5,0,0,0,No,it helps get rid of snails. it also helps the plants stay alive.,2022-05-19,13,positive,,efficient,effective,,0.9974033236503601,,"('', 'efficient', 'effective', '', '')"
343,Garden,110628,Corry’s Slug & Snail Killer 8lb,http://www.homedepot.com/p/203636436,Homedepot,Corrys,203636415,203636436,Yes,2022-05-05T00:00:00,2022,5,18,Hosta leaves have not been chewed!,"Easy to use product and this box has enough to last through the season.  I purchased it to help prevent slugs from chewing my hosta leaves.  So far, so good!",organic reviews,23.97,5,0,0,0,No,"easy to use product and this box has enough to last through the season.  i purchased it to help prevent slugs from chewing my hosta leaves.  so far, so good!",2022-05-05,32,positive,cost,efficient,effective,ease of use,0.9986212849617004,,"('cost', 'efficient', 'effective', 'ease of use', '')"
344,Garden,76012,Corry’s Slug & Snail Killer 3.5lb,https://www.amazon.com/dp/B00CYNH3RE,Amazon,Corrys,B00CYNH3RE,B00CYNH3RE,No,2022-03-12T00:00:00,2022,3,10,"How xN YOU RATE SNAIL REPELLANT other than to say, it works",Reusing product because it works and is biologically safe to humans and plants,organic reviews,12.46,5,0,0,0,No,reusing product because it works and is biologically safe to humans and plants,2022-03-12,13,positive,,efficient,effective,ease of use,0.9976702928543091,,"('', 'efficient', 'effective', 'ease of use', '')"
345,Garden,5256,Corry’s Slug & Snail Killer 3.5lb,https://www.amazon.com/dp/B00CYNH3RE,Amazon,Corrys,B00CYNH3RE,B00CYNH3RE,No,2021-10-09T00:00:00,2021,10,40,Works great,Works great,organic reviews,11.96,5,0,0,0,No,works great,2021-10-09,2,positive,,efficient,effective,ease of use,0.9985783696174622,,"('', 'efficient', 'effective', 'ease of use', '')"
346,Garden,80165,Corry’s Slug & Snail Killer 3.5lb,http://www.homedepot.com/p/203636436,Homedepot,Corrys,203636434,203636436,Yes,2022-04-05T00:00:00,2022,4,14,Easy to use.,Nice large package with great hand grip.,organic reviews,13.97,5,0,0,0,No,nice large package with great hand grip.,2022-04-05,7,positive,,efficient,effective,ease of use,0.9930845499038696,,"('', 'efficient', 'effective', 'ease of use', '')"
347,Garden,110610,Corry’s Slug & Snail Killer 1.75lb,http://www.homedepot.com/p/203636436,Homedepot,Corrys,203636436,203636436,Yes,2022-05-04T00:00:00,2022,5,18,I have the excellent rating because its work for and...,I have the excellent rating because its work for and have been using it for is at 5years,organic reviews,7.97,5,0,0,0,No,i have the excellent rating because its work for and have been using it for is at 5years,2022-05-04,18,positive,,efficient,effective,ease of use,0.9968533515930176,,"('', 'efficient', 'effective', 'ease of use', '')"
348,Garden,5284,Corry’s Slug & Snail Killer 3.5lb,https://www.amazon.com/dp/B00CYNH3RE,Amazon,Corrys,B00CYNH3RE,B00CYNH3RE,No,2021-08-05T00:00:00,2021,8,31,Sad,Didnt kill the snail,organic reviews,11.96,1,0,0,0,No,didnt kill the snail,2021-08-05,4,negative,cost,efficient,,,0.8755598068237305,,"('cost', 'efficient', '', '', '')"
349,Garden,130149,Corry’s Slug & Snail Killer 3.5lb,https://www.amazon.com/dp/B00CYNH3RE,Amazon,Corrys,B00CYNH3RE,B00CYNH3RE,No,2022-05-17T00:00:00,2022,5,20,Seeing results,I have been using for several weeks. Snails and slugs almost all gone.,organic reviews,12.46,5,0,0,0,No,i have been using for several weeks. snails and slugs almost all gone.,2022-05-17,13,negative,,efficient,effective,,0.9916844367980957,,"('', 'efficient', 'effective', '', '')"
350,Garden,14397,Corry’s Slug & Snail Killer 1.75lb,http://www.homedepot.com/p/t/203636436,Homedepot,Corrys,203636436,203636436,Yes,2021-06-11T00:00:00,2021,6,23,Does the job well! No new holes in my hosta...,Does the job well! No new holes in my hosta leaves. The cardboard box is designed for easy application through a re-closable hole.,organic reviews,7.64,5,0,0,0,No,does the job well! no new holes in my hosta leaves. the cardboard box is designed for easy application through a re-closable hole.,2021-06-11,23,positive,,efficient,effective,ease of use,0.9985472559928894,,"('', 'efficient', 'effective', 'ease of use', '')"
351,Garden,140195,Corry’s Slug & Snail Killer 3.5lb,https://www.amazon.com.com/dp/B00CYNH3RE,Amazon,Corrys,B00CYNH3RE,B00CYNH3RE,No,2022-06-16T00:00:00,2022,6,24,It works.,"I beat the slugs this year. I put it down early Spring then stayed on schedule. Its June, so far so good.",organic reviews,25.98,5,0,0,0,No,"i beat the slugs this year. i put it down early spring then stayed on schedule. its june, so far so good.",2022-06-16,22,positive,,efficient,effective,,0.9949497580528259,,"('', 'efficient', 'effective', '', '')"
352,Garden,72187,Corry’s Slug & Snail Killer 8lb,http://www.homedepot.com/p/203636436,Homedepot,Corrys,203636415,203636436,Yes,2022-01-30T00:00:00,2022,1,4,Reliable/easy to spread and does the job.....,Reliable/easy to spread and does the job..,organic reviews,23.97,4,0,0,0,No,reliable/easy to spread and does the job..,2022-01-30,7,positive,,efficient,effective,ease of use,0.997312605381012,,"('', 'efficient', 'effective', 'ease of use', '')"
353,Garden,72188,Corry’s Slug & Snail Killer 8lb,http://www.homedepot.com/p/203636436,Homedepot,Corrys,203636415,203636436,Yes,2022-01-06T00:00:00,2022,1,1,This product really works....,This product really works.,organic reviews,23.97,4,0,0,0,No,this product really works.,2022-01-06,4,positive,,efficient,effective,ease of use,0.9984430074691772,,"('', 'efficient', 'effective', 'ease of use', '')"
354,Garden,141451,Corry’s Slug & Snail Killer 1.75lb,http://www.homedepot.com/p/203636436,Homedepot,Corrys,203636436,203636436,Yes,2022-06-23T00:00:00,2022,6,25,same as above,packages are way too small and way too expensive,organic reviews,7.97,5,0,0,0,No,packages are way too small and way too expensive,2022-06-23,9,negative,cost,,,,0.984582245349884,,"('cost', '', '', '', '')"
355,Garden,140199,Corry’s Slug & Snail Killer 3.5lb,https://www.amazon.com.com/dp/B00CYNH3RE,Amazon,Corrys,B00CYNH3RE,B00CYNH3RE,No,2022-06-24T00:00:00,2022,6,25,I dont eat it - the slugs do,"I thought was strange that I was asked about ""the flavor."" I have no idea, I feed it to the slugs. It works and if youve spent time and money planting a garden, you should invest in slug bait to make sure your work isnt destroyed.",organic reviews,25.98,5,0,0,0,No,"i thought was strange that i was asked about ""the flavor."" i have no idea, i feed it to the slugs. it works and if youve spent time and money planting a garden, you should invest in slug bait to make sure your work isnt destroyed.",2022-06-24,46,negative,cost,efficient,effective,,0.9978178143501282,,"('cost', 'efficient', 'effective', '', '')"
356,Garden,5285,Corry’s Slug & Snail Killer 3.5lb,https://www.amazon.com/dp/B00CYNH3RE,Amazon,Corrys,B00CYNH3RE,B00CYNH3RE,No,2021-07-06T00:00:00,2021,7,27,Snail no more !!!,This is the first summer I have used anything for snails. Last summer was horrible. After I saw the first snail this summer I put this out according to directions and have not saw another snail. The directions say repeat every 3 weeks so Im getting ready to do it a second time. Definitely a good product!!!! Will always use !! Easy to use. No mess,organic reviews,11.96,5,0,0,0,No,this is the first summer i have used anything for snails. last summer was horrible. after i saw the first snail this summer i put this out according to directions and have not saw another snail. the directions say repeat every 3 weeks so im getting ready to do it a second time. definitely a good product!!!! will always use !! easy to use. no mess,2021-07-06,66,negative,,efficient,effective,ease of use,0.9984838962554932,,"('', 'efficient', 'effective', 'ease of use', '')"
357,Garden,14492,Corry’s Slug & Snail Killer 1.75lb,http://www.homedepot.com/p/t/203636436,Homedepot,Corrys,203636436,203636436,Yes,2021-11-01T00:00:00,2021,11,44,We have not had any slug problem since using the...,We have not had any slug problem since using the Corys Slug and Snail Killer.  Im quite sure we will need to do another application every so often.,organic reviews,7.64,5,0,0,0,No,we have not had any slug problem since using the corys slug and snail killer.  im quite sure we will need to do another application every so often.,2021-11-01,29,positive,,,effective,,0.986797571182251,,"('', '', 'effective', '', '')"
358,Garden,110008,Corry’s Slug & Snail Killer 1.75lb,https://www.amazon.com/dp/B001M5CEFQ,Amazon,Corrys,B001M5CEFQ,B001M5CEFQ,No,2022-05-03T00:00:00,2022,5,18,Efectivo para eliminar babosas,Las babosas mueren con el,organic reviews,7.76,5,0,0,0,No,las babosas mueren con el,2022-05-03,5,neutral,,,effective,,0.9726563096046448,,"('', '', 'effective', '', '')"
359,Garden,14493,Corry’s Slug & Snail Killer 1.75lb,http://www.homedepot.com/p/t/203636436,Homedepot,Corrys,203636436,203636436,Yes,2021-06-10T00:00:00,2021,6,23,This snail bait is very effective. Dont let the active...,This snail bait is very effective. Dont let the active ingredient name bother you. The Meth part is simply a methyl group that is attached to the aldehyde and makes it toxic to slugs. Like Methyl alcohol is poisonous. My only complaint is that it is too expensive. In CA they sell the same product for less than 1/2 the price here in the NE. Still trying to devise a container that will keep the bait dry for a longer time so I dont use up a box so quickly.,organic reviews,7.64,3,0,0,0,No,this snail bait is very effective. dont let the active ingredient name bother you. the meth part is simply a methyl group that is attached to the aldehyde and makes it toxic to slugs. like methyl alcohol is poisonous. my only complaint is that it is too expensive. in ca they sell the same product for less than 1/2 the price here in the ne. still trying to devise a container that will keep the bait dry for a longer time so i dont use up a box so quickly.,2021-06-10,90,negative,cost,efficient,effective,,0.99836266040802,,"('cost', 'efficient', 'effective', '', '')"
