,segment,review_id,product_name,producturl,retailer,brand,retailer_product_id,base_id,variants_flag,review_creation_date,year,month,week,review_title,review_text,review_type,price,rating,images,videos,helpful_votes,promotion_flag,review_lower,date,word_count,sentiment,cost,ease of use,effective,efficient
21318,Garden,133104,Smart Seed Kentucky Bluegrass Blend 3lb bag,http://www.homedepot.com/p/314933301,Homedepot,Pennington Grass,314933309,314933301,Yes,2022-05-25T00:00:00,2022,5,21,"germination was not as good as hoped, but I may...","germination was not as good as hoped, but I may be partly responsible for that because I plated early in the season.",organic reviews,19.48,2,0,0,0,No,"germination was not as good as hoped, but i may be partly responsible for that because i plated early in the season.",5/25/2022,22,,,,,
7224,Garden,67084,Pennington Select Black Oil Sunflower Seed 40lb,https://www.walmart.com//ip/Pennington-Select-Black-Oil-Sunflower-Seed-Wild-Bird-Feed-40-lb-Bag/46855890?selected=true,Walmart,Pennington Bird,46855890,44496029,No,2021-10-28T00:00:00,2021,10,43,"Live bugs, no idea what kind.",Live bugs in this seed. Thats a first. I hope birds will eat them. Im keeping this bag outside hoping the cold nights get to them.,organic reviews,19.62,2,0,0,0,No,live bugs in this seed. thats a first. i hope birds will eat them. im keeping this bag outside hoping the cold nights get to them.,10/28/2021,26,,,,,
25364,Garden,141296,"Pennington Smart Patch Dense Shade Mix, 10 lb",http://www.homedepot.com/p/317713416,Homedepot,Pennington Grass,317713420,317713416,Yes,2022-06-22T00:00:00,2022,6,25,I used this last year and again this year. The...,I used this last year and again this year. The seeds are really slow to germinate maybe because it is cooler in the Pacific NW.   Probability half or less germinate.,organic reviews,28.97,3,0,0,0,No,i used this last year and again this year. the seeds are really slow to germinate maybe because it is cooler in the pacific nw.   probability half or less germinate.,6/22/2022,32,,,,,
27395,Garden,143327,The Rebels Shady Lawn 20lb bag,http://www.homedepot.com/p/314933313,Homedepot,Pennington Grass,314933310,314933313,Yes,2022-06-06T00:00:00,2022,6,23,I believe I wasted my money on this grass seed....,"I believe I wasted my money on this grass seed.  Noting germinated.  Still left with a bare spot in my lawn, followed the application instructions to a T.  Buy Sod and and skip the grass seed.",organic reviews,57.97,1,0,0,0,No,"i believe i wasted my money on this grass seed.  noting germinated.  still left with a bare spot in my lawn, followed the application instructions to a t.  buy sod and and skip the grass seed.",6/6/2022,39,,,,,
17499,Garden,111073,Pennington Wild Bird Food,http://www.homedepot.com/p/312026384,Homedepot,Pennington Bird,312026390,312026384,Yes,2022-04-27T00:00:00,2022,4,17,"Birds love it, Ill go broke trying to keep them...","Birds love it, Ill go broke trying to keep them fed.",organic reviews,10.48,5,0,0,0,No,"birds love it, ill go broke trying to keep them fed.",4/27/2022,11,,,,,
11138,Garden,72730,Expert Gardener Citrus Plant Food Fertilizer 6-4-6; 10 lbs.,https://www.walmart.com//ip/Expert-Gardener-Citrus-Plant-Food-Fertilizer-6-4-6-10-lbs/587336041?selected=true,Walmart,Expert Gardener,587336041,870632402,Yes,2022-01-27T00:00:00,2022,1,4,Food for your food,"I like this product and have been using it for years. I use it on all my citrus plants. We use citrus food on our orange, pomelo, kumquat trees and even our passion fruit plants. Plus, it was a bonus for getting reimbursement for something I already use. I received product reimbursement in exchange for my honest review of this product.",organic reviews,9.26,4,0,0,0,No,"i like this product and have been using it for years. i use it on all my citrus plants. we use citrus food on our orange, pomelo, kumquat trees and even our passion fruit plants. plus, it was a bonus for getting reimbursement for something i already use. i received product reimbursement in exchange for my honest review of this product.",1/27/2022,61,,,,,
1513,Garden,9441,AMDRO Fire Ant Bait 2lb,https://www.homedepot.com/p/AMDRO-2-lb-Fire-Ant-Killer-Bait-100099072/100662156,Homedepot,Amdro,100662156,305448173,Yes,2021-07-28T00:00:00,2021,7,30,Android is my go to for control of fire ants...,Android is my go to for control of fire ants for several years now.,organic reviews,20.59,5,0,0,0,No,android is my go to for control of fire ants for several years now.,7/28/2021,14,,,,,
28003,Garden,143941,Smart Seed Sun & Shade Mixture 7lb bag,https://www.lowes.com/pd/Pennington-Smart-Seed-Mixture-Blend-Grass-Seed/5001461171,Lowes,Pennington Grass,5001461173,5001461171,Yes,2022-06-21T00:00:00,2022,6,25,My grass was not sun tolerant..,For some reason my grass began to die when temperature got in to high 90s ..my grass turned brown even watering it every other day..It was beautiful until it got hot..pretty green grass..its planted since March and this is July. I dont know whats wrong..it says it is good in sun and shade..drought resistant..olive in East Texas ...I made sure I bought right grass for this area.,syndicated reviews,30.78,2,1,0,0,No,for some reason my grass began to die when temperature got in to high 90s ..my grass turned brown even watering it every other day..it was beautiful until it got hot..pretty green grass..its planted since march and this is july. i dont know whats wrong..it says it is good in sun and shade..drought resistant..olive in east texas ...i made sure i bought right grass for this area.,6/21/2022,67,,,,,
5479,Garden,64974,"Pennington Smart Patch Sun & Shade Mix, 5 lb Jug",https://www.lowes.com/pd/Pennington-Smart-Patch-Sun-and-Shade-5-LB/5005480037,Lowes,Pennington Grass,5005480037,5005480037,Yes,2021-11-08T00:00:00,2021,11,45,Wonderful,[This review was collected as part of a promotion.] First time gardeners here at this house!! The Pennington smart patch sun and shade mix was very simple to open and to follow the directions on the bottle. We were pleasantly surprised with how we could see the growth and fine results. We will be putting this on our lawn shopping list from now with future products. Easy to use and maintain.,syndicated reviews,16.98,5,0,0,0,Yes,[this review was collected as part of a promotion.] first time gardeners here at this house!! the pennington smart patch sun and shade mix was very simple to open and to follow the directions on the bottle. we were pleasantly surprised with how we could see the growth and fine results. we will be putting this on our lawn shopping list from now with future products. easy to use and maintain.,11/8/2021,71,,,,,
3521,Garden,33111,Pennington Wild Bird Food,http://www.homedepot.com/p/t/312026386,Homedepot,Pennington Bird,312026386,312026384,Yes,2021-06-24T00:00:00,2021,6,25,The birds love this food!...,The birds love this food!,organic reviews,12.98,5,0,0,0,No,the birds love this food!,6/24/2021,5,,,,,
23527,Garden,135592,"Pennington Smart Patch Sun & Shade Mix, 35 lb",https://www.lowes.com/pd/Pennington-Smart-Patch-30-lbs-Sun-and-Shade-Lawn-Repair-Mix/5013046123,Lowes,Pennington Fertilizer,5013187821,5013046123,Yes,2022-05-19T00:00:00,2022,5,20,terrible product,I would like to know how this product got stars from anyone unless they work for Pennington or never used it. I would estimate that only 5-10% germinated.,syndicated reviews,46.96,5,2,0,0,No,i would like to know how this product got stars from anyone unless they work for pennington or never used it. i would estimate that only 5-10% germinated.,5/19/2022,28,,,,,
9888,Garden,70585,Pennington Wild Bird Food,http://www.homedepot.com/p/312026384,Homedepot,Pennington Bird,312026390,312026384,Yes,2021-12-29T00:00:00,2021,12,52,"Birds are happy, also growing very well...","Birds are happy, also growing very well",organic reviews,9.98,5,0,0,0,No,"birds are happy, also growing very well",12/29/2021,7,,,,,
4129,Garden,49522,"Pennington Smart Patch Sun & Shade Mix, 5 lb Jug",http://www.homedepot.com/p/t/317713416,Homedepot,Pennington Grass,317713416,317713416,No,2021-10-22T00:00:00,2021,10,42,Spot Repair For Lawns,"[This review was collected as part of a promotion.] It wasnt until I tried Pennington Smart Patch Sun & Shade Mix that I could finally repair the bare spots in my lawns caused by my dogs and lawn disease. This is so simple to use by raking and clearing debris, shaking on Smart patch, and then watering the area well. I can actually see new growth within one week and with the built-in mulch, it turns a lighter color so you know to water that area. This works well in either sun or shade and even has what they call a tackifier that acts as a blanket to cover and protect the seed from washing away so you know it will germinate and grow. This truly is the answer for me to have a complete lawn without any brown or bare spots. It just doesnt get any easier to have the lawn of envy. Thanks Pennington for making my life so much easier!",syndicated reviews,0,5,0,0,0,Yes,"[this review was collected as part of a promotion.] it wasnt until i tried pennington smart patch sun & shade mix that i could finally repair the bare spots in my lawns caused by my dogs and lawn disease. this is so simple to use by raking and clearing debris, shaking on smart patch, and then watering the area well. i can actually see new growth within one week and with the built-in mulch, it turns a lighter color so you know to water that area. this works well in either sun or shade and even has what they call a tackifier that acts as a blanket to cover and protect the seed from washing away so you know it will germinate and grow. this truly is the answer for me to have a complete lawn without any brown or bare spots. it just doesnt get any easier to have the lawn of envy. thanks pennington for making my life so much easier!",10/22/2021,163,,,,,
10302,Garden,70999,Pennington Mealworm Pouch Wild Bird,https://www.walmart.com//ip/Pennington-Mealworms-Wild-Bird-Food-17-6-oz-Bag/642853603?selected=true,Walmart,Pennington Bird,642853603,503445691,Yes,2021-12-16T00:00:00,2021,12,50,Bluebird Approved,My backyard Bluebirds love these worms and I enjoy watching them from inside the house.,organic reviews,11.84,5,0,0,0,No,my backyard bluebirds love these worms and i enjoy watching them from inside the house.,12/16/2021,15,,,,,
2083,Garden,17846,AMDRO Gopher Gasser 6-pack,http://www.homedepot.com/p/t/203031283,Homedepot,Amdro,203031283,203031283,No,2021-07-18T00:00:00,2021,7,28,This product does not work....,This product does not work.,organic reviews,7.91,1,0,0,0,No,this product does not work.,7/18/2021,5,,,,,
17419,Garden,110993,Pennington Wild Bird Food Blend Bucket,http://www.homedepot.com/p/312026384,Homedepot,Pennington Bird,312026398,312026384,Yes,2022-04-27T00:00:00,2022,4,17,My hanging feeders are where I use this feed and...,My hanging feeders are where I use this feed and it is just very popular with all of my smaller birds.,organic reviews,22.98,5,0,0,0,No,my hanging feeders are where i use this feed and it is just very popular with all of my smaller birds.,4/27/2022,21,,,,,
13121,Garden,77160,Pennington Premium 7 lbs. Birder's Seed Blend Bird Food,http://www.homedepot.com/p/312026385,Homedepot,Pennington Bird,312026385,312026385,Yes,2022-03-15T00:00:00,2022,3,11,I purchased Penningtons Song Bird mix and it is definitely...,"I purchased Penningtons Song Bird mix and it is definitely doing that, feeder is already half empty!",organic reviews,11.98,5,0,0,0,No,"i purchased penningtons song bird mix and it is definitely doing that, feeder is already half empty!",3/15/2022,17,,,,,
17955,Garden,111529,"Pennington Smart Patch Bermudagrass Mix, 5 lb Jug",https://www.lowes.com/pd/Pennington-Smart-Patch-Bermuda-5-LB/5005478639,Lowes,Pennington Grass,5005478639,5005478639,Yes,2022-04-26T00:00:00,2022,4,17,Be patient- it works!,[This review was collected as part of a promotion.] I used this product on a small patch in my back yard that gets 6 or so hours of sun. For normal grass thats not enough- but this patching seed worked well! I kept it watered and after about 2 weeks I have small sprouts! Cant wait to have grass to mow back there.,syndicated reviews,16.98,4,0,0,0,Yes,[this review was collected as part of a promotion.] i used this product on a small patch in my back yard that gets 6 or so hours of sun. for normal grass thats not enough- but this patching seed worked well! i kept it watered and after about 2 weeks i have small sprouts! cant wait to have grass to mow back there.,4/26/2022,63,,,,,
22037,Garden,133974,Sevin Ready to Use 5% Dust 1 lb. ,https://www.homedepot.com/p/Sevin-3-lbs-Ready-to-Use-Garden-Insect-Killer-Dust-100539964/316708109,Homedepot,GardenTech,316708103,100539964,Yes,2022-05-16T00:00:00,2022,5,20,Best product,[This review was collected as part of a promotion.] The garden tech se in insect killer dust worked great getting rid of my ant problem in my garden. I will gesture to buy more of this In the future,syndicated reviews,9.98,5,0,0,0,Yes,[this review was collected as part of a promotion.] the garden tech se in insect killer dust worked great getting rid of my ant problem in my garden. i will gesture to buy more of this in the future,5/16/2022,39,,,,,
17834,Garden,111408,The Rebels Shady Lawn 7lb bag,http://www.homedepot.com/p/314933313,Homedepot,Pennington Grass,314933294,314933313,Yes,2022-04-27T00:00:00,2022,4,17,The best grass seed on the market....,The best grass seed on the market.,organic reviews,29.98,5,0,0,0,No,the best grass seed on the market.,4/27/2022,7,,,,,
25875,Garden,141807,"AMDRO Quick Kill Carpenter Bee, Ant & Termite Killer Foam",http://www.homedepot.com/p/305448729,Homedepot,Amdro,305448910,305448729,Yes,2022-06-08T00:00:00,2022,6,23,Worked well at getting into deep crevices and cracks. ...,"Worked well at getting into deep crevices and cracks.  Be aware that after foam is dispensed, it eventually dissolves and is absorbed.  It does not harden like regular spray foam.",organic reviews,10.46,4,0,0,0,No,"worked well at getting into deep crevices and cracks.  be aware that after foam is dispensed, it eventually dissolves and is absorbed.  it does not harden like regular spray foam.",6/8/2022,32,,,,,
17346,Garden,110920,Pennington Wild Bird Food,http://www.homedepot.com/p/312026384,Homedepot,Pennington Bird,312026384,312026384,Yes,2022-05-04T00:00:00,2022,5,18,Decent seed. Lots of fillers....,Decent seed. Lots of fillers.,organic reviews,24.48,4,0,0,0,No,decent seed. lots of fillers.,5/4/2022,5,,,,,
27623,Garden,143556,Sevin Insect Killer Dust 1 lb. ,https://www.lowes.com/pd/Sevin-5-Dust-1-lb-Garden-Insect-Killer/5000198919,Lowes,GardenTech,5000198919,5000198919,Yes,2022-06-07T00:00:00,2022,6,23,Amazing!!,[This review was collected as part of a promotion.] This was my first time using the brand GardenTech Sevin Insect Killer Dust and I am a new fan!! This stuff does exactly what its supposed to do and that is to kill the insects that ruin my crops in my garden!! I have used many different kinds and had no luck until I came across this brand!! By now I would be able too see how badly the insects have destroyed my garden but not this year so far my garden is healthy and growing!! It can be used on over 125 fruits and vegetables!! It starts working immediately upon contact!! You can also use it on your lawn to keep unwanted insects off of your grass too!! I have already bought another container for backup because I never want to run out of this stuff!!,syndicated reviews,6.28,5,1,0,0,Yes,[this review was collected as part of a promotion.] this was my first time using the brand gardentech sevin insect killer dust and i am a new fan!! this stuff does exactly what its supposed to do and that is to kill the insects that ruin my crops in my garden!! i have used many different kinds and had no luck until i came across this brand!! by now i would be able too see how badly the insects have destroyed my garden but not this year so far my garden is healthy and growing!! it can be used on over 125 fruits and vegetables!! it starts working immediately upon contact!! you can also use it on your lawn to keep unwanted insects off of your grass too!! i have already bought another container for backup because i never want to run out of this stuff!!,6/7/2022,146,,,,,
25836,Garden,141768,"1 Gal. Quick Kill Carpenter Bee, Ant, and Termite Killer Ready-to-Use",http://www.homedepot.com/p/305448729,Homedepot,Amdro,305448789,305448729,Yes,2022-06-10T00:00:00,2022,6,23,Excellent product! I normally have to battle keeping carpenter bees...,"Excellent product! I normally have to battle keeping carpenter bees from digging their yearly tunnels, but this year I tried AMBRO and I have not seen a carpenter bee around my wooden fence since and I used this product in late April/early May. Thank you AMBRO for saving me the trouble of filling in those tunnels with steel wool and wooden dowels.",organic reviews,18.5,5,0,0,0,No,"excellent product! i normally have to battle keeping carpenter bees from digging their yearly tunnels, but this year i tried ambro and i have not seen a carpenter bee around my wooden fence since and i used this product in late april/early may. thank you ambro for saving me the trouble of filling in those tunnels with steel wool and wooden dowels.",6/10/2022,62,,,,,
21338,Garden,133127,Smart Seed Kentucky Bluegrass Blend 3lb bag,http://www.homedepot.com/p/314933301,Homedepot,Pennington Grass,314933309,314933301,Yes,2022-05-13T00:00:00,2022,5,19,"Its growth is a hit and miss, some areas came...","Its growth is a hit and miss, some areas came in well, other areas I have had to reseed, and its still not in.",organic reviews,19.48,2,0,0,0,No,"its growth is a hit and miss, some areas came in well, other areas i have had to reseed, and its still not in.",5/13/2022,24,,,,,
9782,Garden,70479,Pennington Wild Bird Food,http://www.homedepot.com/p/312026384,Homedepot,Pennington Bird,312026384,312026384,Yes,2021-12-23T00:00:00,2021,12,51,Its not my usual brand but the birds didnt complain...,Its not my usual brand but the birds didnt complain that I know of.,organic reviews,23.48,4,0,0,0,No,its not my usual brand but the birds didnt complain that i know of.,12/23/2021,14,,,,,
11770,Garden,73433,10 lbs. Wild Bird Seed Food,http://www.homedepot.com/p/312026384,Homedepot,Pennington Bird,312026390,312026384,Yes,2022-02-08T00:00:00,2022,2,6,The Birds seem to like it and that is what...,The Birds seem to like it and that is what matters.,organic reviews,9.98,5,0,0,0,No,the birds seem to like it and that is what matters.,2/8/2022,11,,,,,
24142,Garden,140072,MOSS OUT! For Lawns Liquid 32 oz. Ready To Spray,https://www.amazon.com.com/dp/B000BQQUNE,Amazon,Moss Out,B000BQQUNE,B000BQQUNE,No,2022-06-21T00:00:00,2022,6,25,Will ruin everything it touches.,"Used this to kill moss which it did; however, it stained everything it touched...our pvc fence, our house siding, deck and cement work. Definitely not worth it. Tried power washing, bleaching, using CLR, nothing worked and the stains remain.",organic reviews,34.97,1,0,0,0,No,"used this to kill moss which it did; however, it stained everything it touched...our pvc fence, our house siding, deck and cement work. definitely not worth it. tried power washing, bleaching, using clr, nothing worked and the stains remain.",6/21/2022,39,,,,,
17197,Garden,110771,Kentucky 31 Tall Fescue,http://www.homedepot.com/p/306924565,Homedepot,Pennington Grass,204711452,306924565,Yes,2022-04-27T00:00:00,2022,4,17,"Good seed, using it for spring overseeding....","Good seed, using it for spring overseeding.",organic reviews,10.82,5,0,0,0,No,"good seed, using it for spring overseeding.",4/27/2022,7,,,,,
11547,Garden,73210,Premium 10 lbs. Black Oil Sunflower Bird Seed,http://www.homedepot.com/p/312026381,Homedepot,Pennington Bird,312026381,312026381,Yes,2022-02-02T00:00:00,2022,2,5,The birds seem to like this product. Lately have been...,The birds seem to like this product. Lately have been hard to find. Some kind customers when in aisle have helped me lift into carriage. FA,organic reviews,12.98,5,0,0,0,No,the birds seem to like this product. lately have been hard to find. some kind customers when in aisle have helped me lift into carriage. fa,2/2/2022,26,,,,,
1289,Garden,6763,Pennington ElectroNectar,https://www.amazon.com/dp/B08MT7FQ3G,Amazon,Pennington Bird,B08MT7FQ3G,B08MT7FQ3G,No,2021-09-14T00:00:00,2021,9,37,The birds love it!,"Easy to use, and the little guys keep coming back.",organic reviews,12.22,5,0,0,0,No,"easy to use, and the little guys keep coming back.",9/14/2021,10,,,,,
28762,Garden,150675,"Pennington Smart Patch Bermudagrass Mix, 12 lb",https://www.walmart.com//ip/Pennington-Smart-Patch-Bermuda-Grass-Seed-Mix-for-Sunny-Areas-12-lb/941662106?selected=true,Walmart,Pennington Grass,941662106,941662106,Yes,2022-05-20T00:00:00,2022,5,20,"Pretty good, but takes awhile to grow","[This review was collected as part of a promotion.] We used this to fill in patches and bare spots around our new paver stones. It grew quickly in a few spots, but most of the spots took about three weeks of constant babying to see any growth. It comes up evenly and thickly once it starts to grow, though. Liked it so much, I went out and bought a bigger bag to supplement the whole backyard.",syndicated reviews,27.88,5,0,0,0,Yes,"[this review was collected as part of a promotion.] we used this to fill in patches and bare spots around our new paver stones. it grew quickly in a few spots, but most of the spots took about three weeks of constant babying to see any growth. it comes up evenly and thickly once it starts to grow, though. liked it so much, i went out and bought a bigger bag to supplement the whole backyard.",5/20/2022,76,,,,,
13792,Garden,79009,AMDRO Ant Block Home Perimeter Ant Bait 24oz,https://www.amazon.com/dp/B000QDEQ7E,Amazon,Amdro,B000QDEQ7E,B000QDEQ7E,No,2022-03-30T00:00:00,2022,3,13,Works great,This stuff really works we put it around our foundation 3 times a year and it keeps the ants out. We also found it works great on fire ant hills to.,organic reviews,14.27,5,0,0,0,No,this stuff really works we put it around our foundation 3 times a year and it keeps the ants out. we also found it works great on fire ant hills to.,3/30/2022,31,,,,,
3758,Garden,37703,Smart Seed Texas Bermudagrass 1.75lb bag,http://www.homedepot.com/p/t/314933305,Homedepot,Pennington Grass,314933305,314933301,Yes,2021-08-27T00:00:00,2021,8,34,Perfect for West Texas...,Perfect for West Texas,organic reviews,9.97,5,0,0,0,No,perfect for west texas,8/27/2021,4,,,,,
21456,Garden,133269,Smart Seed Bermudagrass 8.75 lb bag,http://www.homedepot.com/p/314933301,Homedepot,Pennington Grass,314933298,314933301,Yes,2022-05-19T00:00:00,2022,5,20,There are the best seeds I have ever used!!!!!...,There are the best seeds I have ever used!!!!!,organic reviews,30.47,5,0,0,0,No,there are the best seeds i have ever used!!!!!,5/19/2022,9,,,,,
14895,Garden,90179,Kentucky 31 Tall Fescue,http://www.homedepot.com/p/306924565,Homedepot,Pennington Grass,204711466,306924565,Yes,2022-04-12T00:00:00,2022,4,15,Beautiful spring yard,Pennington K31 fescue is it for me from now on. Yard has never looked better in the spring.,syndicated reviews,25.98,5,0,0,0,No,pennington k31 fescue is it for me from now on. yard has never looked better in the spring.,4/12/2022,18,,,,,
19941,Garden,131516,Alaska 0-10-10 Morbloom Fertilizer 32 oz bottle (concentrate),http://www.homedepot.com/p/202817750,Homedepot,Pennington Fertilizer,202817750,202817750,Yes,2022-05-12T00:00:00,2022,5,19,This product revived my plants...,This product revived my plants,organic reviews,9.97,4,0,0,0,No,this product revived my plants,5/12/2022,5,,,,,
14931,Garden,90215,Lawn Booster Sun & Shade 35lb bag,http://www.homedepot.com/p/311569530,Homedepot,Pennington Grass,311569529,311569530,Yes,2022-04-15T00:00:00,2022,4,15,I use this product last season for experimentation to see...,I use this product last season for experimentation to see how good it would be must admit although germination takes more than two weeks the end product in The Following Season which is now its very good,organic reviews,49.97,4,0,0,0,No,i use this product last season for experimentation to see how good it would be must admit although germination takes more than two weeks the end product in the following season which is now its very good,4/15/2022,37,,,,,
11314,Garden,72906,Pennington Classic Wild Bird Feed 40lb,https://www.walmart.com//ip/Pennington-Classic-Wild-Bird-Feed-and-Seed-40-lb-Bag/16794608?selected=true,Walmart,Pennington Bird,16794608,16794608,Yes,2022-01-06T00:00:00,2022,1,1,Birds love it,Great food for the birds they love it,organic reviews,22.47,5,0,0,0,No,great food for the birds they love it,1/6/2022,8,,,,,
5526,Garden,65021,"Pennington Smart Patch Sun & Shade Mix, 5 lb Jug",https://www.lowes.com/pd/Pennington-Smart-Patch-Sun-and-Shade-5-LB/5005480037,Lowes,Pennington Grass,5005480037,5005480037,Yes,2021-11-03T00:00:00,2021,11,44,Best way to patch up bare spots on the lawn,[This review was collected as part of a promotion.] This product is the best way to patch up bare spots on the lawn.  I had about 4-5 bare spots in my backyard.  I used this and a little more than a week later I am seeing grass growing back.  It was easy to to apply.  I just raked the spot to loosen up the dirt then added the mixture and then water.  I have tried to keep the area wet by watering it 3 times a day.  I love that the mulch turns a lighter color indicating it needs to be watered again.  Great product!,syndicated reviews,16.98,5,0,0,0,Yes,[this review was collected as part of a promotion.] this product is the best way to patch up bare spots on the lawn.  i had about 4-5 bare spots in my backyard.  i used this and a little more than a week later i am seeing grass growing back.  it was easy to to apply.  i just raked the spot to loosen up the dirt then added the mixture and then water.  i have tried to keep the area wet by watering it 3 times a day.  i love that the mulch turns a lighter color indicating it needs to be watered again.  great product!,11/3/2021,112,,,,,
15466,Garden,100061,IMAGE Noxall 10 lb,http://www.homedepot.com/p/100120827,Homedepot,Image for Weeds,100120827,100120827,No,2022-04-19T00:00:00,2022,4,16,Worked pretty good against most weeds.   Did not...,Worked pretty good against most weeds.   Did not work against morning glory,organic reviews,34.97,3,0,0,0,No,worked pretty good against most weeds.   did not work against morning glory,4/19/2022,14,,,,,
21106,Garden,132863,Pennington Wild Bird Food,http://www.homedepot.com/p/312026384,Homedepot,Pennington Bird,312026390,312026384,Yes,2022-05-27T00:00:00,2022,5,21,The birds dont seem to be fans,"Not sure if it was the bird feeder or the feed, but its all on the ground now. The birds are not eating it so its just growing random grass",organic reviews,10.48,2,0,0,0,No,"not sure if it was the bird feeder or the feed, but its all on the ground now. the birds are not eating it so its just growing random grass",5/27/2022,30,,,,,
23757,Garden,135844,Sevin Insect Killer Ready to Use2 1.33 Gal,https://www.lowes.com/pd/Sevin-Ready-to-Use-1-33-Gallon-Garden-Insect-Killer/1001413712,Lowes,GardenTech,1001413712,1001413712,No,2022-05-16T00:00:00,2022,5,20,Great big killer,[This review was collected as part of a promotion.] Did a great job outside. Sprayed near windows and doors.,syndicated reviews,22.98,5,0,0,0,Yes,[this review was collected as part of a promotion.] did a great job outside. sprayed near windows and doors.,5/16/2022,19,,,,,
10333,Garden,71030,Pennington Classic Wild Bird Feed 40lb,https://www.walmart.com//ip/Pennington-Classic-Wild-Bird-Feed-and-Seed-40-lb-Bag/16794608?selected=true,Walmart,Pennington Bird,16794608,16794608,Yes,2021-12-10T00:00:00,2021,12,49,No grass,No grass. Its wonderful. My wild birds just love it and I put it out for them everyday. I bought a cheaper brand and got grass. Pennington is the only way to go. No grass,organic reviews,23.47,5,0,0,0,No,no grass. its wonderful. my wild birds just love it and i put it out for them everyday. i bought a cheaper brand and got grass. pennington is the only way to go. no grass,12/10/2021,35,,,,,
16113,Garden,100709,"Pennington Smart Patch Bermudagrass Mix, 5 lb Jug",https://www.lowes.com/pd/Pennington-Smart-Patch-Bermuda-5-LB/5005478639,Lowes,Pennington Grass,5005478639,5005478639,Yes,2022-04-21T00:00:00,2022,4,16,Does a great job in a short time!,[This review was collected as part of a promotion.] I was very impressed. The patch in my yard where i put this is really starting to look good. It started to fill in quickly and with al little more time it will fill in even more.,syndicated reviews,11.98,5,0,0,0,Yes,[this review was collected as part of a promotion.] i was very impressed. the patch in my yard where i put this is really starting to look good. it started to fill in quickly and with al little more time it will fill in even more.,4/21/2022,46,,,,,
19270,Garden,130761,Sevin Insect Killer Ready to Use2 Quart,http://www.homedepot.com/p/317814883,Homedepot,GardenTech,317814883,317814883,No,2022-05-18T00:00:00,2022,5,20,Good product for small spaces,[This review was collected as part of a promotion.] I tried this product as a free sample. I had a few shrubs and trees I was worried about. Saw some early stage insect damage so sprayed down the areas plus the surrounding areas about a week ago. The damage did not increase so I would have to say the product works great. I have used Sevin whole yard products frequently. This product is going to be added to my yard arsenal for sure. Dealing with pests in Florida is almost a year round project and Sevin makes it bearable,syndicated reviews,14.97,3,0,0,0,Yes,[this review was collected as part of a promotion.] i tried this product as a free sample. i had a few shrubs and trees i was worried about. saw some early stage insect damage so sprayed down the areas plus the surrounding areas about a week ago. the damage did not increase so i would have to say the product works great. i have used sevin whole yard products frequently. this product is going to be added to my yard arsenal for sure. dealing with pests in florida is almost a year round project and sevin makes it bearable,5/18/2022,99,,,,,
23191,Garden,135216,Sevin Insect Killer Ready to Use,https://www.lowes.com/pd/Sevin-Sevin-Insect-Killer-1-Gallon-RTU-Lambda/5005469013,Lowes,GardenTech,5005469013,5005469013,No,2022-05-16T00:00:00,2022,5,20,Sevin Insect spray,[This review was collected as part of a promotion.] Living in the south we have alot of different bugs and have tried several different types of treatment and seven is the only thing I found that actually kills the pest and they seem to get rid of them around yard and my gargen and flower beds. Easy to use and not to strong of a odor. I so happy I got the chance to be picked to try finally a bug solution is solved.,syndicated reviews,16.02,5,0,0,0,Yes,[this review was collected as part of a promotion.] living in the south we have alot of different bugs and have tried several different types of treatment and seven is the only thing i found that actually kills the pest and they seem to get rid of them around yard and my gargen and flower beds. easy to use and not to strong of a odor. i so happy i got the chance to be picked to try finally a bug solution is solved.,5/16/2022,84,,,,,
4638,Garden,50032,"Pennington Smart Patch Dense Shade Mix, 5 lb Jug",http://www.homedepot.com/p/t/317713426,Homedepot,Pennington Grass,317713426,317713426,No,2021-10-28T00:00:00,2021,10,43,Works great!,[This review was collected as part of a promotion.] So happy to see the grass seed germinating and it only took 48 hours!!!!!! Looking forward to all those bald spots growing in!!!!,syndicated reviews,0,5,0,0,0,Yes,[this review was collected as part of a promotion.] so happy to see the grass seed germinating and it only took 48 hours!!!!!! looking forward to all those bald spots growing in!!!!,10/28/2021,32,,,,,
17465,Garden,111039,Pennington Wild Bird Food,http://www.homedepot.com/p/312026384,Homedepot,Pennington Bird,312026390,312026384,Yes,2022-04-27T00:00:00,2022,4,17,Great & FREE SHIPPING,This was delivered fairly quick! Birds enjoy it also!,organic reviews,10.48,5,0,0,0,No,this was delivered fairly quick! birds enjoy it also!,4/27/2022,9,,,,,
11293,Garden,72885,Pennington Classic Wild Bird Feed 40lb,https://www.walmart.com//ip/Pennington-Classic-Wild-Bird-Feed-and-Seed-40-lb-Bag/16794608?selected=true,Walmart,Pennington Bird,16794608,16794608,Yes,2022-01-13T00:00:00,2022,1,2,great product,i like that the seed comes in a big bag and so i can order 2 at the same time it keeps me from running out and my birds and squrriels love the seed we have a lot hungrary little beings out there so i dont want to run out of seed,organic reviews,22.47,5,0,0,0,No,i like that the seed comes in a big bag and so i can order 2 at the same time it keeps me from running out and my birds and squrriels love the seed we have a lot hungrary little beings out there so i dont want to run out of seed,1/13/2022,52,,,,,
