,segment,review_id,product_name,producturl,retailer,brand,retailer_product_id,base_id,variants_flag,review_creation_date,year,month,week,review_title,review_text,review_type,price,rating,images,videos,helpful_votes,promotion_flag,review_lower,date,word_count,sentiment,efficient,effective,cost,ease of use,sentiment_m,cost_m,efficient_m,effective_m,ease of use_m,max,align_type,other_m
328,Garden,70772,MOSS OUT! For Lawns 20 lb Granules,https://www.walmart.com//ip/Lilly-Miller-Moss-Out-for-Lawns-With-10-Iron-20lb-Bag-Covers-5-000-sq-ft/16795015?selected=true,Walmart,MossOut,16795015,16795015,No,2021-12-10 0:00:00,2021,12,49,No more miss!,[This review was collected as part of a promotion.] I have this to my husband to use in our backyard and he said worked really well! Be sure to follow all package instructions! Got rid of all the backyard grass-moss pretty quickly!,organic reviews,14.97,5,0,0,0,Yes,[this review was collected as part of a promotion.] i have this to my husband to use in our backyard and he said worked really well! be sure to follow all package instructions! got rid of all the backyard grass-moss pretty quickly!,2021-12-10,42,,0.0,0.0,0.0,0.0,positive,,efficient,effective,ease of use,0.9986887574195862,"('', 'efficient', 'effective', 'ease of use', 'effective')",
329,Garden,140072,MOSS OUT! For Lawns Liquid 32 oz. Ready To Spray,https://www.amazon.com.com/dp/B000BQQUNE,Amazon,MossOut,B000BQQUNE,B000BQQUNE,No,2022-06-21 0:00:00,2022,6,25,Will ruin everything it touches.,"Used this to kill moss which it did; however, it stained everything it touched...our pvc fence, our house siding, deck and cement work. Definitely not worth it. Tried power washing, bleaching, using CLR, nothing worked and the stains remain.",organic reviews,34.97,1,0,0,0,No,"used this to kill moss which it did; however, it stained everything it touched...our pvc fence, our house siding, deck and cement work. definitely not worth it. tried power washing, bleaching, using clr, nothing worked and the stains remain.",2022-06-21,39,,0.0,0.0,0.0,0.0,negative,cost,,,,0.962963342666626,"('cost', '', '', '', 'cost')",
330,Garden,70806,MOSS OUT! For Roofs & Walks 27 oz. Ready To Spray,https://www.walmart.com//ip/Lilly-Miller-Moss-Out-Liquid-Herbicide-Moss-Killer-for-Roofs-and-Walks-27-oz/17757412?selected=true,Walmart,MossOut,17757412,17757412,No,2021-12-03 0:00:00,2021,12,48,works!,"[This review was collected as part of a promotion.] I tried this product on my side yard stepping stones. We get a lot of moisture over there and seemed like a perfect spot to try. Moss out worked fine, it reduced the amount of moss/build up it did not fully remove it.",organic reviews,17.24,3,0,0,0,Yes,"[this review was collected as part of a promotion.] i tried this product on my side yard stepping stones. we get a lot of moisture over there and seemed like a perfect spot to try. moss out worked fine, it reduced the amount of moss/build up it did not fully remove it.",2021-12-03,52,,0.0,0.0,0.0,0.0,positive,,,effective,,0.9740949273109436,"('', '', 'effective', '', 'effective')",
331,Garden,73499,Moss Out! Lawn Granules 20-lb Moss Control,https://www.lowes.com/pd/Moss-Out-20-lb-Moss-Control/3556974,Lowes,MossOut,3556974,3556974,No,2022-02-15 0:00:00,2022,2,7,Helps with moss,"[This review was collected as part of a promotion.] we have a pretty garden , in one corner we had moss. this product really helped to clear that spot. its really effective.it is quite affordable too . I recommend this to family and friends.",syndicated reviews,15.88,5,0,0,0,Yes,"[this review was collected as part of a promotion.] we have a pretty garden , in one corner we had moss. this product really helped to clear that spot. its really effective.it is quite affordable too . i recommend this to family and friends.",2022-02-15,44,,0.0,0.0,0.0,0.0,positive,cost,efficient,effective,ease of use,0.9995243549346924,"('cost', 'efficient', 'effective', 'ease of use', 'effective')",
332,Garden,70113,MOSS OUT! For Roofs & Walks Concentrate 54oz,http://www.homedepot.com/p/100598510,Homedepot,MossOut,100598510,100598510,No,2021-12-20 0:00:00,2021,12,51,great product,[This review was collected as part of a promotion.] This product worked well on our walk way! Killed the moss and we scraped the following day. Make sure to keep away from grass and furniture as its powerful. Smell wasnt bad either. Worked great.,syndicated reviews,0.0,5,0,0,0,Yes,[this review was collected as part of a promotion.] this product worked well on our walk way! killed the moss and we scraped the following day. make sure to keep away from grass and furniture as its powerful. smell wasnt bad either. worked great.,2021-12-20,44,,0.0,0.0,0.0,0.0,positive,,efficient,effective,,0.9989620447158813,"('', 'efficient', 'effective', '', 'effective')",
333,Garden,100215,MOSS OUT! For Lawns Liquid 1 Gallon Liquid Concentrate,http://www.homedepot.com/p/100138813,Homedepot,MossOut,100138813,100138813,Yes,2022-04-19 0:00:00,2022,4,16,Excellent Moss Killer IF you triple the dose applied. ...,"Excellent Moss Killer IF you triple the dose applied.  Otherwise, like most lawn care products, the dosage is enough to keep you buying more and more and more.  If you want to really kill the moss with minor follow-up double to triple the suggested application rate!",organic reviews,16.88,5,0,0,0,No,"excellent moss killer if you triple the dose applied.  otherwise, like most lawn care products, the dosage is enough to keep you buying more and more and more.  if you want to really kill the moss with minor follow-up double to triple the suggested application rate!",2022-04-19,48,,0.0,0.0,0.0,0.0,positive,cost,efficient,effective,,0.9968064427375793,"('cost', 'efficient', 'effective', '', 'effective')",
334,Garden,140425,MOSS OUT! For Lawns 40 lb Granules,http://www.homedepot.com/p/100598516,Homedepot,MossOut,204766696,100598516,Yes,2022-06-30 0:00:00,2022,6,26,This product worked on my mossy areas that was hideous...,This product worked on my mossy areas that was hideous to look at.,organic reviews,22.48,5,0,0,0,No,this product worked on my mossy areas that was hideous to look at.,2022-06-30,13,,0.0,0.0,0.0,0.0,negative,,efficient,effective,,0.997955322265625,"('', 'efficient', 'effective', '', 'effective')",
335,Garden,70711,MOSS OUT! For Roofs & Structures 4 lb Granules,https://www.lowes.com/pd/Lilly-Miller-Moss-Out-For-Roofs-and-Structures-4-lb-Moss-Control/5001502087,Lowes,MossOut,5001502087,5001502087,No,2021-12-05 0:00:00,2021,12,48,Great product!,"[This review was collected as part of a promotion.] This product gets the job done! if you have a problem with moss, this product will get rid of it for good! I love how easy the packaging makes the product to use",syndicated reviews,15.98,5,0,0,0,Yes,"[this review was collected as part of a promotion.] this product gets the job done! if you have a problem with moss, this product will get rid of it for good! i love how easy the packaging makes the product to use",2021-12-05,42,,0.0,0.0,0.0,0.0,positive,,efficient,effective,ease of use,0.9994250535964966,"('', 'efficient', 'effective', 'ease of use', 'effective')",
336,Garden,73043,54 oz. Moss Out! Roof Moss Killer,http://www.homedepot.com/p/100598510,Homedepot,MossOut,100598510,100598510,No,2022-02-09 0:00:00,2022,2,6,Kills moss on the roof or anywhere else you find it.,"This product does exactly what is says it will if you follow the directions,  Turns green moss brown within a day or two,",organic reviews,0.0,5,0,0,0,No,"this product does exactly what is says it will if you follow the directions,  turns green moss brown within a day or two,",2022-02-09,24,,0.0,0.0,0.0,0.0,positive,,efficient,effective,ease of use,0.9972851872444153,"('', 'efficient', 'effective', 'ease of use', 'effective')",
337,Garden,689,MOSS OUT! For Lawns Liquid 1 Gallon Liquid Concentrate,https://www.amazon.com/dp/B000NCUVB8,Amazon,MossOut,B000NCUVB8,B000NCUVB8,No,2021-10-16 0:00:00,2021,10,41,Works pretty well,"Does kill moss pretty well. I did spray it on and soaked the moss, but some moss did survive.",organic reviews,15.47,4,0,0,0,No,"does kill moss pretty well. i did spray it on and soaked the moss, but some moss did survive.",2021-10-16,19,,0.0,0.0,0.0,0.0,neutral,,,effective,,0.9730609655380249,"('', '', 'effective', '', 'effective')",
338,Garden,77292,MOSS OUT! Spot Treater For Lawns & Flower Beds 5 lb Granules,https://www.lowes.com/pd/Moss-Out-Moss-Out-Spot-Treater-Canister-5lb/5000207593,Lowes,MossOut,5000207593,5000207593,No,2022-03-18 0:00:00,2022,3,11,Vert very impressed,"[This review was collected as part of a promotion.] Very impressed and how fast and how good it works to get rid of moss, I used this on my flower bed and it worked great! I totally recommend it!",syndicated reviews,14.98,5,1,0,0,Yes,"[this review was collected as part of a promotion.] very impressed and how fast and how good it works to get rid of moss, i used this on my flower bed and it worked great! i totally recommend it!",2022-03-18,39,,0.0,0.0,0.0,0.0,positive,,efficient,effective,ease of use,0.9982801079750061,"('', 'efficient', 'effective', 'ease of use', 'effective')",
339,Garden,66760,MOSS OUT! Plus Fertilizer For Lawns 20-0-5 20 lb Granules,https://www.walmart.com//ip/Lilly-Miller-Moss-Out-Plus-20-0-5-Lawn-Food-Fertilizer-20-lb/46855919?selected=true,Walmart,MossOut,46855919,46855919,No,2021-06-05 0:00:00,2021,6,22,I know this product very well!,"[This review was collected as part of a promotion.] I didnt get the box from influenster but Ive been using it for a long time, I used more then 10 packs of this product. Its affordable, the best its to use it after rain or watering your grass and add more water on it as rain or from a hose. Its not the best on a market but it works for me in Connecticut. This part in a picture its showing how good it is, there was no grass after house renovation and look at it now! No filters added",organic reviews,22.97,4,0,0,0,Yes,"[this review was collected as part of a promotion.] i didnt get the box from influenster but ive been using it for a long time, i used more then 10 packs of this product. its affordable, the best its to use it after rain or watering your grass and add more water on it as rain or from a hose. its not the best on a market but it works for me in connecticut. this part in a picture its showing how good it is, there was no grass after house renovation and look at it now! no filters added",2021-06-05,100,,0.0,0.0,0.0,0.0,positive,cost,efficient,effective,ease of use,0.9962030649185181,"('cost', 'efficient', 'effective', 'ease of use', 'effective')",
340,Garden,78372,MOSS OUT! Plus Fertilizer For Lawns 20-0-5 20 lb Granules,https://www.walmart.com//ip/Lilly-Miller-Moss-Out-Plus-20-0-5-Lawn-Food-Fertilizer-20-lb/46855919?selected=true,Walmart,MossOut,46855919,46855919,No,2022-03-25 0:00:00,2022,3,12,Get rid of moss!!,"[This review was collected as part of a promotion.] We had moss all over our lawn. We were not sure how much to apply since its our first time having lawn but it was pretty easy to apply. its been about 5 days since application, and it seems to be killing moss. Since we did small amount to try first, we will be adding another layer soon.",syndicated reviews,21.72,4,0,0,0,Yes,"[this review was collected as part of a promotion.] we had moss all over our lawn. we were not sure how much to apply since its our first time having lawn but it was pretty easy to apply. its been about 5 days since application, and it seems to be killing moss. since we did small amount to try first, we will be adding another layer soon.",2022-03-25,67,,0.0,0.0,0.0,0.0,neutral,,efficient,effective,ease of use,0.9933215975761414,"('', 'efficient', 'effective', 'ease of use', 'effective')",
341,Garden,70641,MOSS OUT! For Lawns 20 lb Granules,https://www.lowes.com/pd/Moss-Out-20-lb-Moss-Control/3556974,Lowes,MossOut,3556974,3556974,No,2021-12-03 0:00:00,2021,12,48,Love this!,"[This review was collected as part of a promotion.] My husband and I had just been talking about needing a product to deal with the Moss overgrowth in our front yard. We live in the Pacific Northwest and so Moss is just expected to happen, and then suddenly this stuff showed up. must have been meant to be. This stuff worked extremely well and got rid of the moss, we will definitely be recommending this to everyone in the future and will continue buying it ourselves.",syndicated reviews,15.88,5,0,0,0,Yes,"[this review was collected as part of a promotion.] my husband and i had just been talking about needing a product to deal with the moss overgrowth in our front yard. we live in the pacific northwest and so moss is just expected to happen, and then suddenly this stuff showed up. must have been meant to be. this stuff worked extremely well and got rid of the moss, we will definitely be recommending this to everyone in the future and will continue buying it ourselves.",2021-12-03,86,,0.0,0.0,0.0,0.0,positive,,efficient,effective,ease of use,0.999354362487793,"('', 'efficient', 'effective', 'ease of use', 'effective')",
342,Garden,130044,MOSS OUT! For Lawns Liquid 32 oz. Ready To Spray,https://www.amazon.com/dp/B000BQQUNE,Amazon,MossOut,B000BQQUNE,B000BQQUNE,No,2022-05-16 0:00:00,2022,5,20,Hard to determine if bottle is empty,"Works extremely well. After applying wait a few days, as the moss continues to die.",organic reviews,11.98,5,0,0,0,No,"works extremely well. after applying wait a few days, as the moss continues to die.",2022-05-16,15,,0.0,0.0,0.0,0.0,positive,,efficient,effective,,0.9980747699737549,"('', 'efficient', 'effective', '', 'effective')",
343,Garden,70679,MOSS OUT! For Roofs & Walks 27 oz. Liquid Concentrate,https://www.lowes.com/pd/Moss-Out-27-oz-Concentrate-Moss-Control/3804581,Lowes,MossOut,3804581,3804581,No,2021-12-05 0:00:00,2021,12,48,easy to use,[This review was collected as part of a promotion.] Very easy to use. The moss on my front porch disappear shortly after application. Would repurchase again in the near future.,syndicated reviews,15.78,4,0,0,0,Yes,[this review was collected as part of a promotion.] very easy to use. the moss on my front porch disappear shortly after application. would repurchase again in the near future.,2021-12-05,30,,0.0,0.0,0.0,0.0,positive,,efficient,effective,ease of use,0.9971746802330017,"('', 'efficient', 'effective', 'ease of use', 'ease of use')",
344,Garden,100057,MOSS OUT! For Lawns 40 lb Granules,http://www.homedepot.com/p/100598516,Homedepot,MossOut,204766696,100598516,Yes,2022-04-19 0:00:00,2022,4,16,Say goodbye to the moss,It definitely did want I wanted to do.  It killed the moss with out and help from me besides putting it down.  The only thing I did after it was dead is rake it up.,organic reviews,22.48,5,0,0,0,No,it definitely did want i wanted to do.  it killed the moss with out and help from me besides putting it down.  the only thing i did after it was dead is rake it up.,2022-04-19,37,,0.0,0.0,0.0,0.0,neutral,,efficient,effective,ease of use,0.9841569662094116,"('', 'efficient', 'effective', 'ease of use', 'effective')",
345,Garden,140018,MOSS OUT! For Lawns Liquid 1 Gallon Liquid Concentrate,https://www.amazon.com.com/dp/B000NCUVB8,Amazon,MossOut,B000NCUVB8,B000NCUVB8,No,2022-06-08 0:00:00,2022,6,23,Still waiting,"I sprayed the moss last week, still waiting for it to die.",organic reviews,21.88,3,0,0,0,No,"i sprayed the moss last week, still waiting for it to die.",2022-06-08,12,,0.0,0.0,0.0,0.0,negative,,,,,0.686453104019165,"('', '', '', '', 'effective')",other
346,Garden,140021,MOSS OUT! For Lawns Liquid 1 Gallon Liquid Concentrate,https://www.amazon.com.com/dp/B000NCUVB8,Amazon,MossOut,B000NCUVB8,B000NCUVB8,No,2022-06-30 0:00:00,2022,6,26,This moss eradication was quite ineffective.,I bought two gallons of Moss Out to try to eradicate an an area of moss covered flagstone walkway in a shaded area at the rear of our lot. I tried both hose-end sprayer and also a pump sprayer to apply a good soak. The moss is back despite multiple follow up applications. Apparently moss is difficult to eradicate and this product failed miserably.,organic reviews,21.88,1,0,0,0,No,i bought two gallons of moss out to try to eradicate an an area of moss covered flagstone walkway in a shaded area at the rear of our lot. i tried both hose-end sprayer and also a pump sprayer to apply a good soak. the moss is back despite multiple follow up applications. apparently moss is difficult to eradicate and this product failed miserably.,2022-06-30,64,,0.0,0.0,0.0,0.0,negative,cost,,,,0.8722562789916992,"('cost', '', '', '', 'cost')",
347,Garden,90040,MOSS OUT! For Lawns 20 lb Granules,http://www.homedepot.com/p/100598516,Homedepot,MossOut,100598516,100598516,No,2022-04-13 0:00:00,2022,4,15,Ive used this Moss Out product for years. It always...,"Ive used this Moss Out product for years. It always works well! Glad to have it on hand. As soon as the rainy weather stops, my lawn will be green & uniform in height & texture.GeorgeL.",organic reviews,19.99,5,0,0,0,No,"ive used this moss out product for years. it always works well! glad to have it on hand. as soon as the rainy weather stops, my lawn will be green & uniform in height & texture.georgel.",2022-04-13,36,,0.0,0.0,0.0,0.0,positive,,efficient,effective,,0.9956840872764587,"('', 'efficient', 'effective', '', 'effective')",
348,Garden,79405,MOSS OUT! For Lawns 20 lb Granules,https://www.walmart.com//ip/Lilly-Miller-Moss-Out-for-Lawns-With-10-Iron-20lb-Bag-Covers-5-000-sq-ft/16795015?selected=true,Walmart,MossOut,16795015,16795015,No,2022-03-31 0:00:00,2022,3,13,What changed? The birds wont touch our lawn after applying,"Use this to get rid of moss which i did, but something changed in the product as this year the birds and squirrels are avoiding our lawn since the application. What has changed in the product? Really kind of scary!",syndicated reviews,14.97,1,0,0,0,No,"use this to get rid of moss which i did, but something changed in the product as this year the birds and squirrels are avoiding our lawn since the application. what has changed in the product? really kind of scary!",2022-03-31,40,,0.0,0.0,0.0,0.0,negative,,,,,0.2726646661758423,"('', '', '', '', 'effective')",other
349,Garden,36681,MOSS OUT! Spot Treater For Lawns & Flower Beds 5 lb Granules,http://www.homedepot.com/p/t/314752274,Homedepot,MossOut,314752274,314752274,No,2021-11-22 0:00:00,2021,11,47,amazing,[This review was collected as part of a promotion.] My dad loves gardening and he was super happy about this product!! He says it works well and often uses it to get rid of unwanted weeds.,syndicated reviews,14.97,5,0,0,0,Yes,[this review was collected as part of a promotion.] my dad loves gardening and he was super happy about this product!! he says it works well and often uses it to get rid of unwanted weeds.,2021-11-22,36,,0.0,0.0,0.0,0.0,positive,,efficient,effective,ease of use,0.9963443875312805,"('', 'efficient', 'effective', 'ease of use', 'effective')",
350,Garden,70687,MOSS OUT! For Roofs & Walks 27 oz. Liquid Concentrate,https://www.lowes.com/pd/Moss-Out-27-oz-Concentrate-Moss-Control/3804581,Lowes,MossOut,3804581,3804581,No,2021-12-20 0:00:00,2021,12,51,works well,[This review was collected as part of a promotion.] This Moss Out product works! It cleared out the moss in no time. I would recommend 100%!,syndicated reviews,15.78,5,0,0,0,Yes,[this review was collected as part of a promotion.] this moss out product works! it cleared out the moss in no time. i would recommend 100%!,2021-12-20,26,,0.0,0.0,0.0,0.0,positive,,efficient,effective,ease of use,0.9992595911026001,"('', 'efficient', 'effective', 'ease of use', 'effective')",
351,Garden,1943,MOSS OUT! For Lawns Liquid 32 oz. Ready To Spray,https://www.amazon.com/dp/B000BQQUNE,Amazon,MossOut,B000BQQUNE,B000BQQUNE,No,2021-06-02 0:00:00,2021,6,22,you have to use multiple times for lasting results,It does not last with one spray.,organic reviews,0.0,3,0,0,0,No,it does not last with one spray.,2021-06-02,7,,0.0,0.0,0.0,0.0,negative,,,,,0.6533677577972412,"('', '', '', '', 'cost')",other
352,Garden,70661,MOSS OUT! For Roofs & Walks 27 oz. Ready To Spray,https://www.lowes.com/pd/Moss-Out-27-oz-Moss-Control/3804579,Lowes,MossOut,3804579,3804579,No,2021-12-07 0:00:00,2021,12,49,works well,"[This review was collected as part of a promotion.] I like that this product took off and kept the moss off our roof and walkways. I *believe* it has no chemicals that are harsh for children and pets so I like that too. If you are looking for a way to manage the moss on your walkway and roof, I recommend this product! !",syndicated reviews,16.78,5,0,0,0,Yes,"[this review was collected as part of a promotion.] i like that this product took off and kept the moss off our roof and walkways. i *believe* it has no chemicals that are harsh for children and pets so i like that too. if you are looking for a way to manage the moss on your walkway and roof, i recommend this product! !",2021-12-07,64,,0.0,0.0,0.0,0.0,positive,,efficient,effective,ease of use,0.999407172203064,"('', 'efficient', 'effective', 'ease of use', 'effective')",
353,Garden,70184,MOSS OUT! For Roofs & Walks 27 oz. Ready To Spray,http://www.homedepot.com/p/100598513,Homedepot,MossOut,100598513,100598513,No,2021-12-24 0:00:00,2021,12,51,Great,"[This review was collected as part of a promotion.] Great product! It worked really well. It did a great job. I didnt really have too bad of a problem with moss, but it killed the moss I did have quickly.",syndicated reviews,0.0,5,0,0,0,Yes,"[this review was collected as part of a promotion.] great product! it worked really well. it did a great job. i didnt really have too bad of a problem with moss, but it killed the moss i did have quickly.",2021-12-24,40,,0.0,0.0,0.0,0.0,positive,cost,efficient,effective,ease of use,0.998698890209198,"('cost', 'efficient', 'effective', 'ease of use', 'effective')",
354,Garden,70240,MOSS OUT! Spot Treater For Lawns & Flower Beds 5 lb Granules,https://www.homedepot.com/p/Moss-Out-5-lbs-Moss-Out-Ready-to-Use-Moss-Killer-Lawn-Granules-100543551/314752274,Homedepot,MossOut,314752274,314752274,No,2021-12-11 0:00:00,2021,12,49,My lawn looks beautiful,"[This review was collected as part of a promotion.] I had no idea that a product like this actually exists, WOW! I received it free on Influenster and i really like this product as it does help clearing out that ugly moss on my lawn and side walk. There is a funny smell when you open the bottle but i think its more than enough to use if a couple of times in my lawn. Also, you should read the instructions carefully there are certain places you shouldnt use it to avoid stains",syndicated reviews,14.97,5,0,0,0,Yes,"[this review was collected as part of a promotion.] i had no idea that a product like this actually exists, wow! i received it free on influenster and i really like this product as it does help clearing out that ugly moss on my lawn and side walk. there is a funny smell when you open the bottle but i think its more than enough to use if a couple of times in my lawn. also, you should read the instructions carefully there are certain places you shouldnt use it to avoid stains",2021-12-11,93,,0.0,0.0,0.0,0.0,positive,,efficient,effective,,0.9974877834320068,"('', 'efficient', 'effective', '', 'effective')",
355,Garden,78040,MOSS OUT! For Lawns 20 lb Granules,http://www.homedepot.com/p/100598516,Homedepot,MossOut,100598516,100598516,No,2022-03-23 0:00:00,2022,3,12,moss out,[This review was collected as part of a promotion.] This product works well for killing mossy patches in the lawn. However I do have some stubborn spots that get just enough water and shade to keep the moss growing. Ill have to reapply it and see if it helps. But overall this is a good quality product.,syndicated reviews,19.99,4,1,0,0,Yes,[this review was collected as part of a promotion.] this product works well for killing mossy patches in the lawn. however i do have some stubborn spots that get just enough water and shade to keep the moss growing. ill have to reapply it and see if it helps. but overall this is a good quality product.,2022-03-23,57,,0.0,0.0,0.0,0.0,positive,,efficient,effective,ease of use,0.9993429183959961,"('', 'efficient', 'effective', 'ease of use', 'effective')",
356,Garden,78105,MOSS OUT! For Lawns Liquid 1 Gallon Liquid Concentrate,http://www.homedepot.com/p/100138813,Homedepot,MossOut,100138813,100138813,Yes,2022-03-22 0:00:00,2022,3,12,Moss Out,Apply on dry hot day. Moss turn black,organic reviews,16.88,5,0,0,0,No,apply on dry hot day. moss turn black,2022-03-22,8,,0.0,0.0,0.0,0.0,neutral,,efficient,effective,,0.9878575801849365,"('', 'efficient', 'effective', '', 'effective')",
357,Garden,70132,MOSS OUT! For Roofs & Structures 6 lb Granules,http://www.homedepot.com/p/100484120,Homedepot,MossOut,100484120,100484120,No,2021-12-17 0:00:00,2021,12,50,Waste of money.  The moss didnt budge at all!...,Waste of money.  The moss didnt budge at all!,organic reviews,21.88,1,0,0,0,No,waste of money.  the moss didnt budge at all!,2021-12-17,10,,0.0,0.0,0.0,0.0,negative,cost,,,,0.9739769101142883,"('cost', '', '', '', 'cost')",
358,Garden,73504,Moss Out! Spot treater 5-lb Moss Control,https://www.lowes.com/pd/Moss-Out-Moss-Out-Spot-Treater-Canister-5lb/5000207593,Lowes,MossOut,5000207593,5000207593,No,2022-02-15 0:00:00,2022,2,7,easy & effective!,"[This review was collected as part of a promotion.] Moss out is easy to use and effective. Where I live we get all sorts of weeds, this helped control some in my lawn and didnt hurt my grass. I would like to try some more of their products on the rest of my yards weeds.",syndicated reviews,14.98,5,0,0,0,Yes,"[this review was collected as part of a promotion.] moss out is easy to use and effective. where i live we get all sorts of weeds, this helped control some in my lawn and didnt hurt my grass. i would like to try some more of their products on the rest of my yards weeds.",2022-02-15,55,,0.0,0.0,0.0,0.0,positive,,efficient,effective,ease of use,0.9994490742683411,"('', 'efficient', 'effective', 'ease of use', 'effective')",
359,Garden,70829,MOSS OUT! Plus Fertilizer For Lawns 20-0-5 20 lb Granules,https://www.walmart.com//ip/Lilly-Miller-Moss-Out-Plus-20-0-5-Lawn-Food-Fertilizer-20-lb/46855919?selected=true,Walmart,MossOut,46855919,46855919,No,2021-12-10 0:00:00,2021,12,49,"Great product, hard to judge in my climate right now","[This review was collected as part of a promotion.] I received the moss out plus fertilizer complementary as a free sample from influenster, and was super excited to try it. it does a good job, granted i was trying it in a cold weather climate and so that makes it a little difficult to judge at the moment. I really wish I would have received one of the moss out products that doesnt have an added fertilizer since most of my moss is in our rock beds and flower beds. either way worked well. Will be looking into other products from this brand to deal with the moss in the rocks and flower beds around my house",organic reviews,21.84,4,0,0,0,Yes,"[this review was collected as part of a promotion.] i received the moss out plus fertilizer complementary as a free sample from influenster, and was super excited to try it. it does a good job, granted i was trying it in a cold weather climate and so that makes it a little difficult to judge at the moment. i really wish i would have received one of the moss out products that doesnt have an added fertilizer since most of my moss is in our rock beds and flower beds. either way worked well. will be looking into other products from this brand to deal with the moss in the rocks and flower beds around my house",2021-12-10,117,,0.0,0.0,0.0,0.0,positive,,efficient,effective,,0.9985954761505127,"('', 'efficient', 'effective', '', 'effective')",
360,Garden,140025,MOSS OUT! For Lawns 20 lb Granules,https://www.amazon.com.com/dp/B0015HZIT0,Amazon,MossOut,B0015HZIT0,B0015HZIT0,No,2022-06-28 0:00:00,2022,6,26,Removed 90% of stubborn moss from my yard,I used 2 bags for my small yard initially but ended up purchasing another bag to go over some stubborn spots. Very happy with the product and after almost 3 months my lawn is moss free and starting to fill in with legit grass again. I will continue to use this product in the early spring.,organic reviews,22.48,5,0,0,0,No,i used 2 bags for my small yard initially but ended up purchasing another bag to go over some stubborn spots. very happy with the product and after almost 3 months my lawn is moss free and starting to fill in with legit grass again. i will continue to use this product in the early spring.,2022-06-28,56,,0.0,0.0,0.0,0.0,positive,cost,efficient,effective,,0.9980795383453369,"('cost', 'efficient', 'effective', '', 'effective')",
361,Garden,70825,MOSS OUT! Plus Fertilizer For Lawns 20-0-5 20 lb Granules,https://www.walmart.com//ip/Lilly-Miller-Moss-Out-Plus-20-0-5-Lawn-Food-Fertilizer-20-lb/46855919?selected=true,Walmart,MossOut,46855919,46855919,No,2021-12-30 0:00:00,2021,12,52,easy enough,[This review was collected as part of a promotion.] Received this bag of fertilizer just as the weather changed from warm fall to cold fall in NYS. This product is easy enough to use for even a movie homeowner/ gardener. I am interested in seeing how it works in the spring/ summer months.,organic reviews,21.84,4,0,0,0,Yes,[this review was collected as part of a promotion.] received this bag of fertilizer just as the weather changed from warm fall to cold fall in nys. this product is easy enough to use for even a movie homeowner/ gardener. i am interested in seeing how it works in the spring/ summer months.,2021-12-30,53,,0.0,0.0,0.0,0.0,positive,,efficient,effective,ease of use,0.9981951713562012,"('', 'efficient', 'effective', 'ease of use', 'ease of use')",
362,Garden,70635,MOSS OUT! For Lawns 20 lb Granules,https://www.lowes.com/pd/Moss-Out-20-lb-Moss-Control/3556974,Lowes,MossOut,3556974,3556974,No,2021-12-10 0:00:00,2021,12,49,product review,"[This review was collected as part of a promotion.] I just barely used this is my backyard. So far so good, I placed where the patches of grass are missing and mainly mud. Color wise it helps so far but looking forward to the final results and will update my review at that time.",syndicated reviews,15.88,4,0,0,0,Yes,"[this review was collected as part of a promotion.] i just barely used this is my backyard. so far so good, i placed where the patches of grass are missing and mainly mud. color wise it helps so far but looking forward to the final results and will update my review at that time.",2021-12-10,54,,0.0,0.0,0.0,0.0,positive,,,effective,,0.9302917122840881,"('', '', 'effective', '', 'effective')",
363,Garden,90034,MOSS OUT! For Lawns 40 lb Granules,http://www.homedepot.com/p/100598516,Homedepot,MossOut,204766696,100598516,Yes,2022-04-14 0:00:00,2022,4,15,Moss was choking out grass.now grass is growing! It took...,Moss was choking out grass.now grass is growing! It took 2applications..works well!,organic reviews,22.48,4,0,0,0,No,moss was choking out grass.now grass is growing! it took 2applications..works well!,2022-04-14,12,,0.0,0.0,0.0,0.0,positive,,efficient,effective,ease of use,0.9975666999816895,"('', 'efficient', 'effective', 'ease of use', 'effective')",
364,Garden,70677,MOSS OUT! For Roofs & Walks 27 oz. Liquid Concentrate,https://www.lowes.com/pd/Moss-Out-27-oz-Concentrate-Moss-Control/3804581,Lowes,MossOut,3804581,3804581,No,2021-12-30 0:00:00,2021,12,52,great for sidewalks,[This review was collected as part of a promotion.] We used this on our concrete stairs which normally the moss comes back pretty quickly. Its been 4-6 weeks and none of it has shown up,syndicated reviews,15.78,5,0,0,0,Yes,[this review was collected as part of a promotion.] we used this on our concrete stairs which normally the moss comes back pretty quickly. its been 4-6 weeks and none of it has shown up,2021-12-30,35,,0.0,0.0,0.0,0.0,neutral,,efficient,effective,,0.9885389804840088,"('', 'efficient', 'effective', '', 'effective')",
365,Garden,140036,MOSS OUT! For Lawns 20 lb Granules,https://www.amazon.com.com/dp/B0015HZIT0,Amazon,MossOut,B0015HZIT0,B0015HZIT0,No,2022-06-08 0:00:00,2022,6,23,It worked,Easy to use. Only bad thing is you must rake the moss out after it turns color!,organic reviews,22.48,5,0,0,0,No,easy to use. only bad thing is you must rake the moss out after it turns color!,2022-06-08,17,,0.0,0.0,0.0,0.0,positive,,efficient,effective,ease of use,0.9209908246994019,"('', 'efficient', 'effective', 'ease of use', 'efficient')",
